STATE,PC,ST_CODE,PC_CODE,KEY,PC_NAME,ST_ABBR,ST_NAME,2014-Schedule,2014-Star-Candidate,2014-Star-Candidate-Name,Hindi-speaking,Bi-polar,Rural,SC,ST,Muslim,2009-pc-turnout,2009-Turnout,2009-Party,2009-Margin,2014-pc-turnout,2014-Turnout,2014-Nota
ASSAM,KOKRAJHAR,S03,5,S03-5,KOKRAJHAR,AS,ASSAM,24-Apr,,,Rest,Rest,Rural,< 10%,10-30%,10-20%,73.65%,70-80%,BPF,10-20%,66%,60-70%,1-2%
ASSAM,MANGALDOI,S03,8,S03-8,MANGALDOI,AS,ASSAM,24-Apr,,,Rest,Rest,Semi Urban,< 10%,10-30%,20-40%,69.85%,60-70%,BJP,5-10%,71%,70-80%,0.5-1%
ASSAM,NOWGONG,S03,10,S03-10,NOWGONG,AS,ASSAM,24-Apr,,,Rest,Rest,Rural,10-20%,< 10%,20-40%,70.85%,70-80%,BJP,2-5%,71%,70-80%,0.5-1%
BIHAR,ARARIA,S04,9,S04-9,ARARIA,BR,BIHAR,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,20-40%,55.71%,50-60%,BJP,2-5%,60%,60-70%,1-2%
BIHAR,BANKA,S04,27,S04-27,BANKA,BR,BIHAR,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,48.74%,< 50%,IND,2-5%,56.43%,50-60%,1-2%
BIHAR,BHAGALPUR,S04,26,S04-26,BHAGALPUR,BR,BIHAR,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,43.89%,< 50%,BJP,5-10%,55%,50-60%,1-2%
BIHAR,KATIHAR,S04,11,S04-11,KATIHAR,BR,BIHAR,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,20-40%,56.95%,50-60%,BJP,< 2%,64%,60-70%,< 0.5%
BIHAR,KISHANGANJ,S04,10,S04-10,KISHANGANJ,BR,BIHAR,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,40%+,52.84%,50-60%,CONG,10-20%,64%,60-70%,1-2%
BIHAR,PURNEA,S04,12,S04-12,PURNIA,BR,BIHAR,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,20-40%,53.99%,50-60%,BJP,20%+,59%,50-60%,1-2%
BIHAR,SUPAUL,S04,8,S04-8,SUPAUL,BR,BIHAR,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,54.52%,50-60%,JDU,20%+,59%,50-60%,2-5%
CHHATTISGARH,BILASPUR,S26,5,S26-5,BILASPUR,CG,CHHATTISGARH,24-Apr,,,Hindi,Bi-polar,Semi Urban,20-30%,10-30%,< 10%,52.28%,50-60%,BJP,2-5%,62%,60-70%,0.5-1%
CHHATTISGARH,DURG,S26,7,S26-7,DURG,CG,CHHATTISGARH,24-Apr,,,Hindi,Bi-polar,Semi Urban,10-20%,< 10%,< 10%,55.93%,50-60%,BJP,< 2%,61%,60-70%,0.5-1%
CHHATTISGARH,JANJGIR,S26,3,S26-3,JANJGIR-CHAMPA,CG,CHHATTISGARH,24-Apr,,,Hindi,Bi-polar,Rural,20-30%,10-30%,< 10%,48.57%,< 50%,BJP,10-20%,60%,60-70%,1-2%
CHHATTISGARH,KORBA,S26,4,S26-4,KORBA,CG,CHHATTISGARH,24-Apr,,,Hindi,Bi-polar,Semi Urban,< 10%,30-50%,< 10%,58.41%,50-60%,CONG,2-5%,63%,60-70%,0.5-1%
CHHATTISGARH,RAIGARH,S26,2,S26-2,RAIGARH,CG,CHHATTISGARH,24-Apr,,,Hindi,Bi-polar,Rural,10-20%,30-50%,< 10%,65.31%,60-70%,BJP,5-10%,68%,60-70%,1-2%
CHHATTISGARH,RAIPUR,S26,8,S26-8,RAIPUR,CG,CHHATTISGARH,24-Apr,,,Hindi,Bi-polar,Semi Urban,10-20%,< 10%,< 10%,46.99%,< 50%,BJP,5-10%,62%,60-70%,< 0.5%
CHHATTISGARH,SARGUJA,S26,1,S26-1,SURGUJA,CG,CHHATTISGARH,24-Apr,,,Hindi,Bi-polar,Rural,< 10%,50%+,< 10%,61.62%,60-70%,BJP,10-20%,72%,70-80%,2-5%
JAMMU & KASHMIR,ANANTNAG,S09,3,S09-3,ANANTNAG,JK,JAMMU & KASHMIR,24-Apr,,,Rest,Rest,Rural,< 10%,< 10%,40%+,27.10%,< 50%,NC,< 2%,28%,< 50%,1-2%
JHARKHAND,DHANBAD,S27,7,S27-7,DHANBAD,JH,JHARKHAND,24-Apr,,,Hindi,Rest,Urban,10-20%,< 10%,10-20%,45.07%,< 50%,BJP,5-10%,69.79%,60-70%,0.5-1%
JHARKHAND,DUMKA,S27,2,S27-2,DUMKA,JH,JHARKHAND,24-Apr,,,Hindi,Rest,Rural,< 10%,30-50%,10-20%,55.13%,50-60%,JMM,2-5%,64.46%,60-70%,2-5%
JHARKHAND,GODDA,S27,3,S27-3,GODDA,JH,JHARKHAND,24-Apr,,,Hindi,Rest,Rural,10-20%,10-30%,10-20%,56.55%,50-60%,BJP,< 2%,64.17%,60-70%,1-2%
JHARKHAND,RAJMAHAL,S27,1,S27-1,RAJMAHAL,JH,JHARKHAND,24-Apr,,,Hindi,Rest,Rural,< 10%,30-50%,20-40%,55.21%,50-60%,BJP,< 2%,66.32%,60-70%,2-5%
MADHYA PRADESH,BETUL,S12,29,S12-29,BETUL,MP,MADHYA PRADESH,24-Apr,,,Hindi,Bi-polar,Rural,10-20%,30-50%,< 10%,49.47%,< 50%,BJP,10-20%,60.61%,60-70%,2-5%
MADHYA PRADESH,DEWAS,S12,21,S12-21,DEWAS,MP,MADHYA PRADESH,24-Apr,,,Hindi,Bi-polar,Rural,20-30%,< 10%,10-20%,60.35%,60-70%,CONG,< 2%,64.75%,60-70%,> 5%
MADHYA PRADESH,DHAR,S12,25,S12-25,DHAR,MP,MADHYA PRADESH,24-Apr,,,Hindi,Bi-polar,Rural,< 10%,30-50%,< 10%,54.69%,50-60%,CONG,< 2%,63.98%,60-70%,1-2%
MADHYA PRADESH,INDORE,S12,26,S12-26,INDORE,MP,MADHYA PRADESH,24-Apr,,,Hindi,Bi-polar,Urban,10-20%,< 10%,< 10%,50.76%,50-60%,BJP,< 2%,64%,60-70%,< 0.5%
MADHYA PRADESH,KHANDWA,S12,28,S12-28,KHANDWA,MP,MADHYA PRADESH,24-Apr,,,Hindi,Bi-polar,Semi Urban,10-20%,30-50%,10-20%,60.01%,60-70%,CONG,5-10%,69.85%,60-70%,1-2%
MADHYA PRADESH,KHARGONE,S12,27,S12-27,KHARGONE,MP,MADHYA PRADESH,24-Apr,,,Hindi,Bi-polar,Rural,< 10%,50%+,< 10%,60.18%,60-70%,BJP,2-5%,67.49%,60-70%,1-2%
MADHYA PRADESH,MANDSAUR,S12,23,S12-23,MANDSOUR,MP,MADHYA PRADESH,24-Apr,,,Hindi,Bi-polar,Rural,10-20%,< 10%,< 10%,55.83%,50-60%,CONG,2-5%,67.16%,60-70%,0.5-1%
MADHYA PRADESH,RATLAM,S12,24,S12-24,RATLAM,MP,MADHYA PRADESH,24-Apr,,,Hindi,Bi-polar,Rural,< 10%,50%+,< 10%,50.93%,50-60%,CONG,5-10%,63.12%,60-70%,2-5%
MADHYA PRADESH,UJJAIN,S12,22,S12-22,UJJAIN,MP,MADHYA PRADESH,24-Apr,,,Hindi,Bi-polar,Semi Urban,20-30%,< 10%,10-20%,53.25%,50-60%,CONG,2-5%,59.90%,50-60%,1-2%
MADHYA PRADESH,VIDISHA,S12,18,S12-18,VIDISHA,MP,MADHYA PRADESH,24-Apr,,,Hindi,Bi-polar,Rural,10-20%,10-30%,< 10%,45.09%,< 50%,BJP,20%+,64.13%,60-70%,< 0.5%
MAHARASHTRA,AURANGABAD,S13,19,S13-19,AURANGABAD,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,20-40%,51.56%,50-60%,SS,2-5%,59%,50-60%,2-5%
MAHARASHTRA,BHIWANDI,S13,23,S13-23,BHIWANDI,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Urban,< 10%,10-30%,10-20%,39.39%,< 50%,CONG,5-10%,43%,< 50%,1-2%
MAHARASHTRA,DHULE,S13,2,S13-2,DHULE,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Semi Urban,< 10%,10-30%,20-40%,42.53%,< 50%,BJP,2-5%,59%,50-60%,< 0.5%
MAHARASHTRA,DINDORI,S13,20,S13-20,DINDORI,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Rural,< 10%,30-50%,10-20%,47.57%,< 50%,BJP,5-10%,64%,60-70%,1-2%
MAHARASHTRA,JALGAON,S13,3,S13-3,JALGAON,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Semi Urban,< 10%,10-30%,10-20%,42.38%,< 50%,BJP,10-20%,56%,50-60%,< 0.5%
MAHARASHTRA,JALNA,S13,18,S13-18,JALNA,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Rural,10-20%,< 10%,10-20%,55.89%,50-60%,BJP,< 2%,63%,60-70%,< 0.5%
MAHARASHTRA,KALYAN,S13,24,S13-24,KALYAN,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Urban,< 10%,< 10%,< 10%,34.31%,< 50%,SS,2-5%,42%,< 50%,1-2%
MAHARASHTRA,MUMBAI NORTH,S13,26,S13-26,MUMBAI NORTH,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Urban,< 10%,< 10%,20-40%,42.60%,< 50%,CONG,< 2%,52%,50-60%,0.5-1%
MAHARASHTRA,MUMBAI NORTH CENTRAL,S13,29,S13-29,MUMBAI NORTH-CENTRAL,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Urban,< 10%,< 10%,20-40%,39.52%,< 50%,CONG,20%+,55%,50-60%,0.5-1%
MAHARASHTRA,MUMBAI NORTH EAST,S13,28,S13-28,MUMBAI NORTH-EAST,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Urban,< 10%,< 10%,10-20%,42.46%,< 50%,NCP,< 2%,53%,50-60%,0.5-1%
MAHARASHTRA,MUMBAI NORTH WEST,S13,27,S13-27,MUMBAI NORTH-WEST,MH,MAHARASHTRA,24-Apr,Star,"Mahesh Manjrekar (MNS), Rakhi Sawant (Ind)",Rest,Rest,Urban,< 10%,< 10%,10-20%,44.06%,< 50%,CONG,5-10%,60%,60-70%,1-2%
MAHARASHTRA,MUMBAI SOUTH,S13,31,S13-31,MUMBAI SOUTH,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Urban,< 10%,< 10%,10-20%,40.37%,< 50%,CONG,10-20%,54%,50-60%,1-2%
MAHARASHTRA,MUMBAI SOUTH CENTRAL,S13,30,S13-30,MUMBAI SOUTH-CENTRAL,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Urban,< 10%,< 10%,10-20%,39.50%,< 50%,CONG,10-20%,55%,50-60%,1-2%
MAHARASHTRA,NANDURBAR,S13,1,S13-1,NANDURBAR,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Rural,< 10%,50%+,< 10%,52.64%,50-60%,CONG,5-10%,62%,60-70%,1-2%
MAHARASHTRA,NASHIK,S13,21,S13-21,NASHIK,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Semi Urban,10-20%,10-30%,< 10%,45.42%,< 50%,NCP,2-5%,58%,50-60%,0.5-1%
MAHARASHTRA,PALGHAR,S13,22,S13-22,PALGHAR,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Semi Urban,< 10%,30-50%,< 10%,48.10%,< 50%,BVA,< 2%,60%,60-70%,2-5%
MAHARASHTRA,RAIGAD,S13,32,S13-32,RAIGAD,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Rural,< 10%,< 10%,< 10%,56.43%,50-60%,SS,10-20%,64%,60-70%,2-5%
MAHARASHTRA,RAVER,S13,4,S13-4,RAVER,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Rural,< 10%,10-30%,10-20%,50.75%,50-60%,BJP,2-5%,58%,50-60%,< 0.5%
MAHARASHTRA,THANE,S13,25,S13-25,THANE,MH,MAHARASHTRA,24-Apr,,,Rest,Rest,Urban,< 10%,< 10%,< 10%,41.50%,< 50%,NCP,5-10%,52%,50-60%,1-2%
PUDUCHERRY,PUDUCHERRY,U07,1,U07-1,PONDICHERRY,PY,PUDUCHERRY,24-Apr,,,Rest,Rest,Rural,10-20%,< 10%,,79.81%,70-80%,CONG,10-20%,82%,80%+,2-5%
RAJASTHAN,ALWAR,S20,8,S20-8,ALWAR,RJ,RAJASTHAN,24-Apr,,,Hindi,Bi-polar,Rural,10-20%,< 10%,10-20%,55.54%,50-60%,CONG,20%+,65.14%,60-70%,< 0.5%
RAJASTHAN,BHARATPUR,S20,9,S20-9,BHARATPUR,RJ,RAJASTHAN,24-Apr,,,Hindi,Bi-polar,Rural,20-30%,< 10%,< 10%,39.02%,< 50%,CONG,10-20%,56.70%,50-60%,0.5-1%
RAJASTHAN,DAUSA,S20,11,S20-11,DAUSA,RJ,RAJASTHAN,24-Apr,,,Hindi,Bi-polar,Rural,20-30%,10-30%,< 10%,63.95%,60-70%,IND,10-20%,60.81%,60-70%,0.5-1%
RAJASTHAN,KARAULI-DHOLPUR,S20,10,S20-10,KARAULI-DHOLPUR,RJ,RAJASTHAN,24-Apr,,,Hindi,Bi-polar,Rural,20-30%,10-30%,< 10%,37.38%,< 50%,CONG,5-10%,53.98%,50-60%,0.5-1%
RAJASTHAN,TONK,S20,12,S20-12,TONK-SAWAI MADHOPUR,RJ,RAJASTHAN,24-Apr,Star,Mohd Azharuddin (Cong),Hindi,Bi-polar,Rural,10-20%,10-30%,10-20%,53.12%,50-60%,CONG,< 2%,60.72%,60-70%,< 0.5%
TAMIL NADU,ARAKKONAM,S22,7,S22-7,ARAKKONAM,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,20-30%,< 10%,< 10%,77.82%,70-80%,DMK,10-20%,74.37%,70-80%,0.5-1%
TAMIL NADU,ARANI,S22,12,S22-12,ARANI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Rural,20-30%,< 10%,< 10%,76.62%,70-80%,CONG,10-20%,77.74%,70-80%,0.5-1%
TAMIL NADU,CHENNAI CENTRAL,S22,4,S22-4,CHENNAI CENTRAL,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Urban,10-20%,< 10%,10-20%,61.03%,60-70%,DMK,5-10%,59.42%,50-60%,2-5%
TAMIL NADU,CHENNAI NORTH,S22,2,S22-2,CHENNAI NORTH,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Urban,10-20%,< 10%,< 10%,64.91%,60-70%,DMK,2-5%,60.29%,60-70%,1-2%
TAMIL NADU,CHENNAI SOUTH,S22,3,S22-3,CHENNAI SOUTH,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Urban,< 10%,< 10%,< 10%,62.66%,60-70%,ADMK,2-5%,56.84%,50-60%,1-2%
TAMIL NADU,CHIDAMBARAM,S22,27,S22-27,CHIDAMBARAM,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Rural,20-30%,< 10%,< 10%,77.18%,70-80%,VCK,10-20%,76.39%,70-80%,1-2%
TAMIL NADU,COIMBATORE,S22,20,S22-20,COIMBATORE,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Urban,10-20%,< 10%,< 10%,70.81%,70-80%,CPM,2-5%,66.15%,60-70%,1-2%
TAMIL NADU,CUDDALORE,S22,26,S22-26,CUDDALORE,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,20-30%,< 10%,< 10%,76.04%,70-80%,CONG,2-5%,76%,70-80%,1-2%
TAMIL NADU,DHARMAPURI,S22,10,S22-10,DHARMAPURI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Rural,10-20%,< 10%,< 10%,72.75%,70-80%,DMK,10-20%,79.32%,70-80%,1-2%
TAMIL NADU,DINDIGUL,S22,22,S22-22,DINDIGUL,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,75.58%,70-80%,CONG,5-10%,75.10%,70-80%,0.5-1%
TAMIL NADU,ERODE,S22,17,S22-17,ERODE,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,75.98%,70-80%,MDMK,5-10%,73.54%,70-80%,1-2%
TAMIL NADU,KALLAKURICHI,S22,14,S22-14,KALLAKURICHI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Rural,20-30%,< 10%,< 10%,77.28%,70-80%,DMK,10-20%,75.62%,70-80%,0.5-1%
TAMIL NADU,KANCHEEPURAM,S22,6,S22-6,KANCHEEPURAM,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,30%+,< 10%,< 10%,74.22%,70-80%,CONG,< 2%,64.53%,60-70%,1-2%
TAMIL NADU,KANNIYAKUMARI,S22,39,S22-39,KANNIYAKUMARI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,< 10%,< 10%,< 10%,64.99%,60-70%,DMK,5-10%,65.29%,60-70%,< 0.5%
TAMIL NADU,KARUR,S22,23,S22-23,KARUR,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,81.43%,80%+,ADMK,5-10%,77.74%,70-80%,1-2%
TAMIL NADU,KRISHNAGIRI,S22,9,S22-9,KRISHNAGIRI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Rural,10-20%,< 10%,< 10%,74.16%,70-80%,DMK,10-20%,74.35%,70-80%,1-2%
TAMIL NADU,MADURAI,S22,32,S22-32,MADURAI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Urban,< 10%,< 10%,< 10%,77.43%,70-80%,DMK,10-20%,62.65%,60-70%,2-5%
TAMIL NADU,MAYILADUTHURAI,S22,28,S22-28,MAYILADUTHURAI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,20-30%,< 10%,< 10%,73.25%,70-80%,ADMK,2-5%,67.73%,60-70%,1-2%
TAMIL NADU,NAGAPATTINAM,S22,29,S22-29,NAGAPATTINAM,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Rural,30%+,< 10%,< 10%,77.71%,70-80%,DMK,5-10%,73.20%,70-80%,1-2%
TAMIL NADU,NAMAKKAL,S22,16,S22-16,NAMAKKAL,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,78.69%,70-80%,DMK,10-20%,76.29%,70-80%,1-2%
TAMIL NADU,NILGIRIS,S22,19,S22-19,NILGIRIS,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,20-30%,< 10%,< 10%,70.75%,70-80%,DMK,10-20%,69.77%,60-70%,2-5%
TAMIL NADU,PERAMBALUR,S22,25,S22-25,PERAMBALUR,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Rural,20-30%,< 10%,< 10%,79.33%,70-80%,DMK,5-10%,75.42%,70-80%,1-2%
TAMIL NADU,POLLACHI,S22,21,S22-21,POLLACHI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,75.80%,70-80%,ADMK,5-10%,71.06%,70-80%,1-2%
TAMIL NADU,RAMANATHAPURAM,S22,35,S22-35,RAMANATHAPURAM,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Rural,10-20%,< 10%,10-20%,68.63%,60-70%,DMK,5-10%,65.80%,60-70%,0.5-1%
TAMIL NADU,SALEM,S22,15,S22-15,SALEM,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,76.42%,70-80%,ADMK,5-10%,74.35%,70-80%,1-2%
TAMIL NADU,SIVAGANGA,S22,31,S22-31,SIVAGANGA,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Rural,10-20%,< 10%,< 10%,70.98%,70-80%,CONG,< 2%,69.82%,60-70%,0.5-1%
TAMIL NADU,SRIPERUMBUDUR,S22,5,S22-5,SRIPERUMBUDUR,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Urban,10-20%,< 10%,< 10%,66.10%,60-70%,DMK,2-5%,59.24%,50-60%,2-5%
TAMIL NADU,TENKASI,S22,37,S22-37,TENKASI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,20-30%,< 10%,< 10%,70.18%,70-80%,CPI,2-5%,71.07%,70-80%,1-2%
TAMIL NADU,THANJAVUR,S22,30,S22-30,THANJAVUR,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,76.63%,70-80%,DMK,10-20%,71.96%,70-80%,1-2%
TAMIL NADU,THENI,S22,33,S22-33,THENI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,74.47%,70-80%,CONG,< 2%,68.24%,60-70%,0.5-1%
TAMIL NADU,THIRUVALLUR,S22,1,S22-1,TIRUVALLUR,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,20-30%,< 10%,< 10%,70.57%,70-80%,ADMK,2-5%,70.04%,70-80%,1-2%
TAMIL NADU,THIRUVANNAMALAI,S22,11,S22-11,TIRUVANNAMALAI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Rural,20-30%,< 10%,< 10%,79.86%,70-80%,DMK,10-20%,74.03%,70-80%,0.5-1%
TAMIL NADU,THOOTHUKKUDI,S22,36,S22-36,THOOTHUKKUDI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,69.13%,60-70%,DMK,10-20%,67.10%,60-70%,1-2%
TAMIL NADU,TIRUCHIRAPPALLI,S22,24,S22-24,TIRUCHIRAPPALLI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,67.33%,60-70%,ADMK,< 2%,67.73%,60-70%,2-5%
TAMIL NADU,TIRUNELVELI,S22,38,S22-38,TIRUNELVELI,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,66.13%,60-70%,CONG,2-5%,66.63%,60-70%,1-2%
TAMIL NADU,TIRUPPUR,S22,18,S22-18,TIRUPPUR,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,74.64%,70-80%,ADMK,10-20%,72.78%,70-80%,1-2%
TAMIL NADU,VELLORE,S22,8,S22-8,VELLORE,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,20-30%,< 10%,10-20%,71.69%,70-80%,DMK,10-20%,70.30%,70-80%,0.5-1%
TAMIL NADU,VILUPPURAM,S22,13,S22-13,VILUPPURAM,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Rural,20-30%,< 10%,< 10%,74.56%,70-80%,ADMK,< 2%,74.69%,70-80%,1-2%
TAMIL NADU,VIRUDHUNAGAR,S22,34,S22-34,VIRUDHUNAGAR,TN,TAMIL NADU,24-Apr,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,77.38%,70-80%,CONG,2-5%,70.39%,70-80%,1-2%
UTTAR PRADESH,AGRA,S24,18,S24-18,AGRA,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Urban,20-30%,< 10%,10-20%,42.03%,< 50%,BJP,< 2%,59.80%,50-60%,< 0.5%
UTTAR PRADESH,AKBARPUR,S24,44,S24-44,AKBARPUR,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Semi Urban,20-30%,< 10%,10-20%,43.63%,< 50%,CONG,5-10%,56.54%,50-60%,< 0.5%
UTTAR PRADESH,ETAH,S24,22,S24-22,ETAH,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,44.46%,< 50%,IND,20%+,59.80%,50-60%,0.5-1%
UTTAR PRADESH,ETAWAH,S24,41,S24-41,ETAWAH,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,< 10%,45.04%,< 50%,SP,5-10%,56.30%,50-60%,0.5-1%
UTTAR PRADESH,FARRUKHABAD,S24,40,S24-40,FARRUKHABAD,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,46.78%,< 50%,CONG,2-5%,59.60%,50-60%,< 0.5%
UTTAR PRADESH,FATEHPUR SIKRI,S24,19,S24-19,FATEHPUR SIKRI,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,,51.56%,50-60%,BSP,< 2%,61.27%,60-70%,< 0.5%
UTTAR PRADESH,FIROZABAD,S24,20,S24-20,FIROZABAD,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Semi Urban,10-20%,< 10%,10-20%,48.16%,< 50%,SP,5-10%,66%,60-70%,< 0.5%
UTTAR PRADESH,HARDOI,S24,31,S24-31,HARDOI,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,30%+,< 10%,10-20%,40.55%,< 50%,SP,10-20%,56.90%,50-60%,0.5-1%
UTTAR PRADESH,HATHRAS,S24,16,S24-16,HATHRAS,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,< 10%,45.10%,< 50%,RLD,5-10%,57.20%,50-60%,0.5-1%
UTTAR PRADESH,KANNAUJ,S24,42,S24-42,KANNAUJ,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,20-30%,< 10%,10-20%,49.32%,< 50%,SP,10-20%,63.48%,60-70%,0.5-1%
UTTAR PRADESH,MAINPURI,S24,21,S24-21,MAINPURI,UP,UTTAR PRADESH,24-Apr,,,Hindi,Rest,Rural,10-20%,< 10%,< 10%,49.67%,< 50%,SP,20%+,60.80%,60-70%,0.5-1%
UTTAR PRADESH,MATHURA,S24,17,S24-17,MATHURA,UP,UTTAR PRADESH,24-Apr,Star,Hema Malini (BJP),Hindi,Rest,Semi Urban,10-20%,< 10%,< 10%,54.15%,50-60%,RLD,20%+,63.80%,60-70%,< 0.5%
WEST BENGAL,BALURGHAT,S25,6,S25-6,BALURGHAT,WB,WEST BENGAL,24-Apr,,,Rest,Rest,Rural,20-30%,10-30%,20-40%,86.65%,80%+,RSP,< 2%,86.65%,80%+,1-2%
WEST BENGAL,JANGIPUR,S25,9,S25-9,JANGIPUR,WB,WEST BENGAL,24-Apr,,,Rest,Rest,Rural,10-20%,< 10%,40%+,85.95%,80%+,CONG,10-20%,76.93%,70-80%,0.5-1%
WEST BENGAL,MALDA,S25,8,S25-8,MALDAHA DAKSHIN,WB,WEST BENGAL,24-Apr,,,Rest,Rest,Rural,< 10%,< 10%,40%+,78.84%,70-80%,CONG,10-20%,79%,70-80%,0.5-1%
WEST BENGAL,MALDAHA UTTAR,S25,7,S25-7,MALDAHA UTTAR,WB,WEST BENGAL,24-Apr,Star,Soumitra Roy (TMC),Rest,Rest,Rural,20-30%,10-30%,40%+,83.69%,80%+,CONG,5-10%,84%,80%+,0.5-1%
WEST BENGAL,MURSHIDABAD,S25,11,S25-11,MURSHIDABAD,WB,WEST BENGAL,24-Apr,,,Rest,Rest,Rural,< 10%,< 10%,40%+,88.14%,80%+,CONG,2-5%,88%,80%+,0.5-1%
WEST BENGAL,RAIGANJ,S25,5,S25-5,RAIGANJ,WB,WEST BENGAL,24-Apr,,,Rest,Rest,Rural,20-30%,< 10%,40%+,81.06%,80%+,CONG,10-20%,81%,80%+,0.5-1%
ANDHRA PRADESH,ADILABAD,S01,1,S01-1,ADILABAD,AP,ANDHRA PRADESH,30-Apr,,,Rest,Rest,Rural,10-20%,10-30%,10-20%,76.34%,70-80%,TDP,10-20%,78%,70-80%,1-2%
