YEAR,STATE,PARTY,VOTESHARE
1991,TRIPURA,CONG,0.83
1991,TRIPURA,CPM,0.07
1991,TRIPURA,IND,0.04
1991,TRIPURA,AMB,0.03
1991,TRIPURA,BJP,0.03
1991,TRIPURA,CPI(ML),0.01
1991,UTTAR PRADESH,BJP,0.33
1991,UTTAR PRADESH,JD,0.21
1991,UTTAR PRADESH,CONG,0.18
1991,UTTAR PRADESH,JP,0.1
1991,UTTAR PRADESH,BSP,0.09
1991,UTTAR PRADESH,IND,0.05
1991,UTTAR PRADESH,CPI,0.01
1991,UTTAR PRADESH,CPM,0.01
1991,WEST BENGAL,CPM,0.35
1991,WEST BENGAL,CONG,0.35
1991,WEST BENGAL,BJP,0.12
1991,WEST BENGAL,RSP,0.05
1991,WEST BENGAL,CPI,0.04
1991,WEST BENGAL,FBL,0.04
1991,WEST BENGAL,IND,0.03
1991,WEST BENGAL,JD,0.01
1991,WEST BENGAL,JKP,0.01
1989,A&N ISLANDS,CONG,0.47
1989,A&N ISLANDS,CPM,0.3
1989,A&N ISLANDS,ICS(SCS),0.17
1989,A&N ISLANDS,IND,0.05
1989,ANDHRA PRADESH,CONG,0.51
1989,ANDHRA PRADESH,TDP,0.34
1989,ANDHRA PRADESH,IND,0.03
1989,ANDHRA PRADESH,BJP,0.02
1989,ANDHRA PRADESH,CPI,0.02
1989,ANDHRA PRADESH,CPM,0.02
1989,ANDHRA PRADESH,JD,0.02
1989,ANDHRA PRADESH,MIM,0.02
1989,ANDHRA PRADESH,ICS(SCS),0.01
1989,ARUNACHAL PRADESH,CONG,0.5
1989,ARUNACHAL PRADESH,PPA,0.35
1989,ARUNACHAL PRADESH,IND,0.15
1989,BIHAR,JD,0.38
1989,BIHAR,CONG,0.28
1989,BIHAR,BJP,0.12
1989,BIHAR,CPI,0.08
1989,BIHAR,IND,0.04
1989,BIHAR,JMM,0.03
1989,BIHAR,IPF,0.02
1989,BIHAR,CPM,0.01
1989,BIHAR,JNP (JP),0.01
1989,BIHAR,LKD (B),0.01
1989,BIHAR,M-COR,0.01
1989,CHANDIGARH,JD,0.42
1989,CHANDIGARH,CONG,0.4
1989,CHANDIGARH,BJP,0.12
1989,CHANDIGARH,IND,0.03
1989,CHANDIGARH,BSP,0.01
1989,CHANDIGARH,JNP (JP),0.01
1989,D&N HAVELI,IND,0.59
1989,D&N HAVELI,CONG,0.29
1989,D&N HAVELI,CPM,0.11
1989,D&N HAVELI,BSP,0.01
1989,DAMAN & DIU,IND,0.44
1989,DAMAN & DIU,CONG,0.38
1989,DAMAN & DIU,JD,0.18
1989,GOA,CONG,0.47
1989,GOA,MAG,0.28
1989,GOA,JD,0.18
1989,GOA,IND,0.03
1989,GOA,BJP,0.01
1989,GOA,BSP,0.01
1989,GOA,CPI,0.01
1989,GOA,JNP (JP),0.01
1989,GUJARAT,CONG,0.37
1989,GUJARAT,BJP,0.3
1989,GUJARAT,JD,0.28
1989,GUJARAT,IND,0.03
1989,GUJARAT,DDP,0.01
1989,GUJARAT,DMM,0.01
1989,HARYANA,CONG,0.46
1989,HARYANA,JD,0.39
1989,HARYANA,BJP,0.08
1989,HARYANA,IND,0.04
1989,HARYANA,BSP,0.02
1989,HARYANA,JNP (JP),0.01
1989,HIMACHAL PRADESH,BJP,0.45
1989,HIMACHAL PRADESH,CONG,0.42
1989,HIMACHAL PRADESH,JD,0.07
1989,HIMACHAL PRADESH,DDP,0.02
1989,HIMACHAL PRADESH,BSP,0.01
1989,HIMACHAL PRADESH,CPI,0.01
1989,HIMACHAL PRADESH,CPM,0.01
1989,HIMACHAL PRADESH,IND,0.01
1989,JAMMU & KASHMIR,CONG,0.39
1989,JAMMU & KASHMIR,JD,0.3
1989,JAMMU & KASHMIR,IND,0.1
1989,JAMMU & KASHMIR,BJP,0.07
1989,JAMMU & KASHMIR,NC,0.07
1989,JAMMU & KASHMIR,BSP,0.04
1989,JAMMU & KASHMIR,JPP,0.02
1989,JAMMU & KASHMIR,JNP (JP),0.01
1989,KARNATAKA,CONG,0.49
1989,KARNATAKA,JD,0.28
1989,KARNATAKA,JNP (JP),0.11
1989,KARNATAKA,IND,0.04
1989,KARNATAKA,BJP,0.03
1989,KARNATAKA,KRS,0.03
1989,KARNATAKA,CPI,0.01
1989,KARNATAKA,RPK,0.01
1989,KERALA,CONG,0.42
1989,KERALA,CPM,0.23
1989,KERALA,IND,0.09
1989,KERALA,CPI,0.06
1989,KERALA,BJP,0.05
1989,KERALA,IUML,0.05
1989,KERALA,ICS(SCS),0.02
1989,KERALA,JD,0.02
1989,KERALA,KCM,0.02
1989,KERALA,RSP,0.02
1989,LAKSHADWEEP,CONG,0.52
1989,LAKSHADWEEP,IND,0.48
1989,MADHYA PRADESH,BJP,0.4
1989,MADHYA PRADESH,CONG,0.38
1989,MADHYA PRADESH,IND,0.08
1989,MADHYA PRADESH,JD,0.08
1989,MADHYA PRADESH,BSP,0.04
1989,MADHYA PRADESH,CPI,0.01
1989,MADHYA PRADESH,DDP,0.01
1989,MAHARASHTRA,CONG,0.45
1989,MAHARASHTRA,BJP,0.24
1989,MAHARASHTRA,JD,0.11
1989,MAHARASHTRA,IND,0.08
1989,MAHARASHTRA,BRP,0.02
1989,MAHARASHTRA,CPI,0.02
1989,MAHARASHTRA,PWP,0.02
1989,MAHARASHTRA,BSP,0.01
1989,MAHARASHTRA,CPM,0.01
1989,MAHARASHTRA,ICS(SCS),0.01
1989,MAHARASHTRA,RPK,0.01
1989,MAHARASHTRA,SS,0.01
1989,MANIPUR,CONG,0.45
1989,MANIPUR,MRP,0.17
1989,MANIPUR,KNA,0.13
1989,MANIPUR,IND,0.12
1989,MANIPUR,CPI,0.06
1989,MANIPUR,ICS(SCS),0.04
1989,MANIPUR,BJP,0.02
1989,MANIPUR,JD,0.01
1989,MEGHALAYA,CONG,0.55
1989,MEGHALAYA,IND,0.4
1989,MEGHALAYA,CPI,0.05
1989,MIZORAM,CONG,0.48
1989,MIZORAM,MNF,0.31
1989,MIZORAM,DP,0.19
1989,MIZORAM,IND,0.01
1989,NAGALAND,CONG,0.6
1989,NAGALAND,NPC,0.4
1989,NCT OF DELHI,CONG,0.43
1989,NCT OF DELHI,BJP,0.26
1989,NCT OF DELHI,JD,0.16
1989,NCT OF DELHI,IND,0.09
1989,NCT OF DELHI,BSP,0.04
1989,ORISSA,JD,0.49
1989,ORISSA,CONG,0.38
1989,ORISSA,CPI,0.04
1989,ORISSA,CPM,0.03
1989,ORISSA,IND,0.02
1989,ORISSA,BJP,0.01
1989,ORISSA,JNP (JP),0.01
1989,PUDUCHERRY,CONG,0.5
1989,PUDUCHERRY,DMK,0.42
1989,PUDUCHERRY,PMK,0.07
1989,PUDUCHERRY,IND,0.01
1989,PUNJAB,SAD(M),0.29
1989,PUNJAB,CONG,0.26
1989,PUNJAB,IND,0.13
1989,PUNJAB,BSP,0.09
1989,PUNJAB,JD,0.05
1989,PUNJAB,SAD(B),0.05
1989,PUNJAB,BJP,0.04
1989,PUNJAB,CPM,0.04
1989,PUNJAB,CPI,0.02
1989,PUNJAB,SAD,0.01
1989,RAJASTHAN,CONG,0.37
1989,RAJASTHAN,BJP,0.3
1989,RAJASTHAN,JD,0.26
1989,RAJASTHAN,IND,0.04
1989,RAJASTHAN,CPM,0.02
1989,RAJASTHAN,DDP,0.01
1989,SIKKIM,SSP,0.69
1989,SIKKIM,CONG,0.22
1989,SIKKIM,RIS,0.1
1989,TAMIL NADU,CONG,0.4
1989,TAMIL NADU,DMK,0.27
1989,TAMIL NADU,ADMK,0.17
1989,TAMIL NADU,PMK,0.06
1989,TAMIL NADU,CPM,0.04
1989,TAMIL NADU,CPI,0.02
1989,TAMIL NADU,IND,0.02
1989,TAMIL NADU,JD,0.01
1989,TRIPURA,CONG,0.56
1989,TRIPURA,CPM,0.42
1989,TRIPURA,AMB,0.01
1989,TRIPURA,BJP,0.01
1989,TRIPURA,IND,0.01
1989,UTTAR PRADESH,JD,0.36
1989,UTTAR PRADESH,CONG,0.32
1989,UTTAR PRADESH,BSP,0.1
1989,UTTAR PRADESH,BJP,0.08
1989,UTTAR PRADESH,IND,0.08
1989,UTTAR PRADESH,CPI,0.01
1989,UTTAR PRADESH,DDP,0.01
1989,UTTAR PRADESH,HMS,0.01
1989,UTTAR PRADESH,JNP (JP),0.01
1989,UTTAR PRADESH,LKD (B),0.01
1989,WEST BENGAL,CONG,0.41
1989,WEST BENGAL,CPM,0.38
1989,WEST BENGAL,RSP,0.05
1989,WEST BENGAL,CPI,0.04
1989,WEST BENGAL,FBL,0.04
1989,WEST BENGAL,BJP,0.02
1989,WEST BENGAL,IND,0.02
1989,WEST BENGAL,GNLF,0.01
1989,WEST BENGAL,JD,0.01
1989,WEST BENGAL,JKD,0.01
1985,ASSAM,IND,0.57
1985,ASSAM,CONG,0.23
1985,ASSAM,ICS,0.06
1985,ASSAM,JNP,0.04
1985,ASSAM,PTC,0.04
1985,ASSAM,CPM,0.03
1985,ASSAM,CPI,0.01
1985,ASSAM,LKD,0.01
1985,PUNJAB,CONG,0.42
1985,PUNJAB,SAD,0.37
1985,PUNJAB,IND,0.09
1985,PUNJAB,CPI,0.04
1985,PUNJAB,BJP,0.03
1985,PUNJAB,CPM,0.03
1985,PUNJAB,JNP,0.02
1984,A&N ISLANDS,CONG,0.53
1984,A&N ISLANDS,LKD,0.31
1984,A&N ISLANDS,CPM,0.12
1984,A&N ISLANDS,IND,0.03
1984,ANDHRA PRADESH,TDP,0.45
1984,ANDHRA PRADESH,CONG,0.42
1984,ANDHRA PRADESH,IND,0.05
1984,ANDHRA PRADESH,BJP,0.02
1984,ANDHRA PRADESH,CPI,0.02
1984,ANDHRA PRADESH,CPM,0.02
1984,ANDHRA PRADESH,ICS,0.01
1984,ANDHRA PRADESH,JNP,0.01
1984,ARUNACHAL PRADESH,CONG,0.43
1984,ARUNACHAL PRADESH,PPA,0.35
1984,ARUNACHAL PRADESH,IND,0.18
1984,ARUNACHAL PRADESH,JNP,0.04
1984,BIHAR,CONG,0.52
1984,BIHAR,LKD,0.14
1984,BIHAR,CPI,0.08
1984,BIHAR,IND,0.08
1984,BIHAR,BJP,0.07
1984,BIHAR,JNP,0.07
1984,BIHAR,CPM,0.01
1984,BIHAR,ICJ,0.01
1984,BIHAR,ICS,0.01
1984,BIHAR,JMM,0.01
1984,CHANDIGARH,CONG,0.66
1984,CHANDIGARH,JNP,0.24
1984,CHANDIGARH,BJP,0.06
1984,CHANDIGARH,IND,0.05
1984,D&N HAVELI,IND,0.56
1984,D&N HAVELI,CONG,0.4
1984,D&N HAVELI,JNP,0.04
1984,"GOA, DAMAN & DIU",CONG,0.46
1984,"GOA, DAMAN & DIU",IND,0.24
1984,"GOA, DAMAN & DIU",MAG,0.2
1984,"GOA, DAMAN & DIU",BJP,0.03
1984,"GOA, DAMAN & DIU",JNP,0.03
1984,"GOA, DAMAN & DIU",CPI,0.02
1984,"GOA, DAMAN & DIU",LKD,0.01
1984,GUJARAT,CONG,0.53
1984,GUJARAT,BJP,0.19
1984,GUJARAT,JNP,0.17
1984,GUJARAT,IND,0.08
1984,GUJARAT,LKD,0.02
1984,GUJARAT,DDP,0.01
1984,HARYANA,CONG,0.55
1984,HARYANA,LKD,0.19
1984,HARYANA,ICJ,0.1
1984,HARYANA,BJP,0.08
1984,HARYANA,IND,0.06
1984,HARYANA,CPI,0.01
1984,HARYANA,JNP,0.01
1984,HIMACHAL PRADESH,CONG,0.68
1984,HIMACHAL PRADESH,BJP,0.23
1984,HIMACHAL PRADESH,JNP,0.04
1984,HIMACHAL PRADESH,IND,0.03
1984,HIMACHAL PRADESH,CPI,0.01
1984,HIMACHAL PRADESH,LKD,0.01
1984,JAMMU & KASHMIR,NC,0.46
1984,JAMMU & KASHMIR,CONG,0.3
1984,JAMMU & KASHMIR,IND,0.17
1984,JAMMU & KASHMIR,JPP,0.04
1984,JAMMU & KASHMIR,BJP,0.02
1984,KARNATAKA,CONG,0.52
1984,KARNATAKA,JNP,0.35
1984,KARNATAKA,IND,0.07
1984,KARNATAKA,BJP,0.05
1984,KARNATAKA,CPI,0.01
1984,KERALA,CONG,0.33
1984,KERALA,CPM,0.22
1984,KERALA,IND,0.12
1984,KERALA,CPI,0.07
1984,KERALA,KCJ,0.05
1984,KERALA,IUML,0.05
1984,KERALA,ICS,0.04
1984,KERALA,BJP,0.02
1984,KERALA,IML,0.02
1984,KERALA,JNP,0.02
1984,KERALA,KEC,0.02
1984,KERALA,LKD,0.02
1984,LAKSHADWEEP,CONG,0.54
1984,LAKSHADWEEP,IND,0.46
1984,MADHYA PRADESH,CONG,0.57
1984,MADHYA PRADESH,BJP,0.3
1984,MADHYA PRADESH,IND,0.08
1984,MADHYA PRADESH,JNP,0.03
1984,MADHYA PRADESH,CPI,0.01
1984,MADHYA PRADESH,LKD,0.01
1984,MAHARASHTRA,CONG,0.51
1984,MAHARASHTRA,IND,0.13
1984,MAHARASHTRA,ICS,0.12
1984,MAHARASHTRA,BJP,0.1
1984,MAHARASHTRA,JNP,0.08
1984,MAHARASHTRA,PWP,0.02
1984,MAHARASHTRA,CPI,0.01
1984,MAHARASHTRA,CPM,0.01
1984,MAHARASHTRA,RPK,0.01
1984,MANIPUR,CONG,0.35
1984,MANIPUR,IND,0.26
1984,MANIPUR,MRP,0.18
1984,MANIPUR,CPI,0.09
1984,MANIPUR,BJP,0.07
1984,MANIPUR,ICS,0.04
1984,MANIPUR,LKD,0.01
1984,MEGHALAYA,CONG,0.62
1984,MEGHALAYA,IND,0.34
1984,MEGHALAYA,CPI,0.04
1984,NAGALAND,CONG,0.65
1984,NAGALAND,NND,0.29
1984,NAGALAND,IND,0.06
1984,NCT OF DELHI,CONG,0.69
1984,NCT OF DELHI,BJP,0.19
1984,NCT OF DELHI,LKD,0.05
1984,NCT OF DELHI,IND,0.04
1984,NCT OF DELHI,JNP,0.03
1984,ORISSA,CONG,0.57
1984,ORISSA,JNP,0.32
1984,ORISSA,IND,0.05
1984,ORISSA,CPM,0.02
1984,ORISSA,BJP,0.01
1984,ORISSA,CPI,0.01
1984,ORISSA,LKD,0.01
1984,PUDUCHERRY,CONG,0.59
1984,PUDUCHERRY,DMK,0.36
1984,PUDUCHERRY,IND,0.04
1984,PUDUCHERRY,ICS,0.01
1984,RAJASTHAN,CONG,0.53
1984,RAJASTHAN,BJP,0.24
1984,RAJASTHAN,LKD,0.11
1984,RAJASTHAN,IND,0.07
1984,RAJASTHAN,JNP,0.04
1984,RAJASTHAN,ICJ,0.01
1984,SIKKIM,IND,0.72
1984,SIKKIM,CONG,0.26
1984,SIKKIM,CPI,0.01
1984,SIKKIM,JNP,0.01
1984,TAMIL NADU,CONG,0.41
1984,TAMIL NADU,DMK,0.26
1984,TAMIL NADU,ADMK,0.18
1984,TAMIL NADU,JNP,0.04
1984,TAMIL NADU,CPI,0.03
1984,TAMIL NADU,CPM,0.03
1984,TAMIL NADU,IND,0.03
1984,TAMIL NADU,GKC,0.01
1984,TAMIL NADU,TNC,0.01
1984,TRIPURA,CPM,0.5
1984,TRIPURA,CONG,0.46
1984,TRIPURA,IND,0.03
1984,TRIPURA,BJP,0.01
1984,UTTAR PRADESH,CONG,0.51
1984,UTTAR PRADESH,LKD,0.22
1984,UTTAR PRADESH,IND,0.13
1984,UTTAR PRADESH,BJP,0.06
1984,UTTAR PRADESH,JNP,0.04
1984,UTTAR PRADESH,CPI,0.02
1984,UTTAR PRADESH,DDP,0.01
1984,UTTAR PRADESH,ICJ,0.01
1984,WEST BENGAL,CONG,0.48
1984,WEST BENGAL,CPM,0.36
1984,WEST BENGAL,RSP,0.05
1984,WEST BENGAL,CPI,0.04
1984,WEST BENGAL,FBL,0.04
1984,WEST BENGAL,IND,0.02
1984,WEST BENGAL,SUC,0.01
1980,A&N ISLANDS,CONG,0.53
1980,A&N ISLANDS,IND,0.23
1980,A&N ISLANDS,CPM,0.2
1980,A&N ISLANDS,JNP,0.03
1980,A&N ISLANDS,JNP(S),0.01
1980,ANDHRA PRADESH,CONG,0.56
1980,ANDHRA PRADESH,JNP,0.15
1980,ANDHRA PRADESH,IND,0.08
1980,ANDHRA PRADESH,INC(U),0.07
1980,ANDHRA PRADESH,JNP(S),0.06
1980,ANDHRA PRADESH,CPI,0.04
1980,ANDHRA PRADESH,CPM,0.04
1980,ARUNACHAL PRADESH,CONG,0.44
1980,ARUNACHAL PRADESH,PPA,0.4
1980,ARUNACHAL PRADESH,INC(U),0.11
1980,ARUNACHAL PRADESH,IND,0.05
1980,ASSAM,CONG,0.51
1980,ASSAM,INC(U),0.32
1980,ASSAM,CPM,0.09
1980,ASSAM,JNP,0.08
1980,BIHAR,CONG,0.36
1980,BIHAR,JNP,0.24
1980,BIHAR,JNP(S),0.17
1980,BIHAR,CPI,0.07
1980,BIHAR,INC(U),0.07
1980,BIHAR,IND,0.07
1980,BIHAR,CPM,0.01
1980,BIHAR,JKD,0.01
1980,CHANDIGARH,CONG,0.5
1980,CHANDIGARH,IND,0.33
1980,CHANDIGARH,JNP,0.09
1980,CHANDIGARH,INC(U),0.07
1980,CHANDIGARH,JNP(S),0.01
1980,D&N HAVELI,CONG,0.62
1980,D&N HAVELI,JNP,0.18
1980,D&N HAVELI,IND,0.14
1980,D&N HAVELI,INC(U),0.06
1980,"GOA, DAMAN & DIU",MAG,0.36
1980,"GOA, DAMAN & DIU",INC(U),0.28
1980,"GOA, DAMAN & DIU",IND,0.14
1980,"GOA, DAMAN & DIU",CONG,0.12
1980,"GOA, DAMAN & DIU",JNP,0.07
1980,"GOA, DAMAN & DIU",JNP(S),0.03
1980,GUJARAT,CONG,0.55
1980,GUJARAT,JNP,0.37
1980,GUJARAT,IND,0.03
1980,GUJARAT,JNP(S),0.03
1980,GUJARAT,INC(U),0.02
1980,HARYANA,JNP(S),0.34
1980,HARYANA,CONG,0.33
1980,HARYANA,JNP,0.28
1980,HARYANA,IND,0.05
1980,HIMACHAL PRADESH,CONG,0.52
1980,HIMACHAL PRADESH,JNP,0.36
1980,HIMACHAL PRADESH,JNP(S),0.05
1980,HIMACHAL PRADESH,IND,0.04
1980,HIMACHAL PRADESH,CPI,0.02
1980,JAMMU & KASHMIR,NC,0.37
1980,JAMMU & KASHMIR,IND,0.21
1980,JAMMU & KASHMIR,CONG,0.19
1980,JAMMU & KASHMIR,INC(U),0.15
1980,JAMMU & KASHMIR,JNP,0.09
1980,KARNATAKA,CONG,0.56
1980,KARNATAKA,JNP,0.23
1980,KARNATAKA,INC(U),0.17
1980,KARNATAKA,IND,0.02
1980,KARNATAKA,JNP(S),0.01
1980,KERALA,CONG,0.26
1980,KERALA,CPM,0.21
1980,KERALA,INC(U),0.16
1980,KERALA,IND,0.11
1980,KERALA,JNP,0.07
1980,KERALA,IUML,0.06
1980,KERALA,CPI,0.04
1980,KERALA,KEC,0.04
1980,KERALA,IML,0.02
1980,KERALA,RSP,0.02
1980,LAKSHADWEEP,INC(U),0.56
1980,LAKSHADWEEP,JNP,0.4
1980,LAKSHADWEEP,CONG,0.04
1980,MADHYA PRADESH,CONG,0.47
1980,MADHYA PRADESH,JNP,0.32
1980,MADHYA PRADESH,IND,0.11
1980,MADHYA PRADESH,JNP(S),0.07
1980,MADHYA PRADESH,CPI,0.01
1980,MADHYA PRADESH,INC(U),0.01
1980,MAHARASHTRA,CONG,0.53
1980,MAHARASHTRA,JNP,0.2
1980,MAHARASHTRA,INC(U),0.12
1980,MAHARASHTRA,IND,0.05
1980,MAHARASHTRA,PWP,0.03
1980,MAHARASHTRA,RPI,0.02
1980,MAHARASHTRA,RPK,0.02
1980,MAHARASHTRA,CPM,0.01
1980,MAHARASHTRA,JNP(S),0.01
1980,MAHARASHTRA,SS,0.01
1980,MANIPUR,IND,0.26
1980,MANIPUR,CONG,0.23
1980,MANIPUR,JNP,0.18
1980,MANIPUR,INC(U),0.17
1980,MANIPUR,CPI,0.1
1980,MANIPUR,MRP,0.07
1980,MEGHALAYA,CONG,0.74
1980,MEGHALAYA,AHL,0.12
1980,MEGHALAYA,IND,0.08
1980,MEGHALAYA,CPI,0.06
1980,MIZORAM,IND,0.58
1980,MIZORAM,PPC,0.42
1980,NAGALAND,IND,0.51
1980,NAGALAND,UDF,0.49
1980,NCT OF DELHI,CONG,0.5
1980,NCT OF DELHI,JNP,0.38
1980,NCT OF DELHI,JNP(S),0.07
1980,NCT OF DELHI,IND,0.03
1980,NCT OF DELHI,INC(U),0.01
1980,ORISSA,CONG,0.56
1980,ORISSA,JNP(S),0.2
1980,ORISSA,JNP,0.14
1980,ORISSA,IND,0.05
1980,ORISSA,INC(U),0.02
1980,ORISSA,CPI,0.01
1980,ORISSA,CPM,0.01
1980,ORISSA,JKD,0.01
1980,PUDUCHERRY,CONG,0.66
1980,PUDUCHERRY,JNP,0.27
1980,PUDUCHERRY,JNP(S),0.07
1980,PUNJAB,CONG,0.52
1980,PUNJAB,SAD,0.23
1980,PUNJAB,JNP,0.1
1980,PUNJAB,IND,0.05
1980,PUNJAB,CPM,0.03
1980,PUNJAB,INC(U),0.03
1980,PUNJAB,JNP(S),0.02
1980,PUNJAB,CPI,0.01
1980,RAJASTHAN,CONG,0.43
1980,RAJASTHAN,JNP,0.32
1980,RAJASTHAN,JNP(S),0.12
1980,RAJASTHAN,IND,0.07
1980,RAJASTHAN,INC(U),0.06
1980,RAJASTHAN,CPI,0.01
1980,SIKKIM,SJP,0.62
1980,SIKKIM,SCR,0.23
1980,SIKKIM,SPC,0.1
1980,SIKKIM,IND,0.04
1980,SIKKIM,INC(U),0.02
1980,TAMIL NADU,CONG,0.32
1980,TAMIL NADU,ADMK,0.25
1980,TAMIL NADU,DMK,0.23
1980,TAMIL NADU,JNP,0.08
1980,TAMIL NADU,CPI,0.04
1980,TAMIL NADU,IND,0.04
1980,TAMIL NADU,CPM,0.03
1980,TAMIL NADU,JNP(S),0.01
1980,TRIPURA,CPM,0.48
1980,TRIPURA,CONG,0.23
1980,TRIPURA,IND,0.15
1980,TRIPURA,TUS,0.13
1980,TRIPURA,INC(U),0.01
1980,TRIPURA,JNP,0.01
1980,UTTAR PRADESH,CONG,0.36
1980,UTTAR PRADESH,JNP(S),0.29
1980,UTTAR PRADESH,JNP,0.23
1980,UTTAR PRADESH,IND,0.09
1980,UTTAR PRADESH,CPI,0.02
1980,UTTAR PRADESH,INC(U),0.02
1980,WEST BENGAL,CPM,0.4
1980,WEST BENGAL,CONG,0.37
1980,WEST BENGAL,FBL,0.05
1980,WEST BENGAL,JNP,0.05
1980,WEST BENGAL,RSP,0.05
1980,WEST BENGAL,CPI,0.04
1980,WEST BENGAL,IND,0.02
1980,WEST BENGAL,INC(U),0.01
1980,WEST BENGAL,JNP(S),0.01
1980,WEST BENGAL,SUC,0.01
1977,A&N ISLANDS,CONG,0.58
1977,A&N ISLANDS,IND,0.42
1977,ANDHRA PRADESH,CONG,0.57
1977,ANDHRA PRADESH,JNP,0.32
1977,ANDHRA PRADESH,CPM,0.05
1977,ANDHRA PRADESH,CPI,0.03
1977,ANDHRA PRADESH,IND,0.03
1977,ARUNACHAL PRADESH,IND,0.59
1977,ARUNACHAL PRADESH,CONG,0.41
1977,ASSAM,CONG,0.51
1977,ASSAM,JNP,0.36
1977,ASSAM,IND,0.08
1977,ASSAM,CPM,0.03
1977,ASSAM,CPI,0.01
1977,ASSAM,RCI,0.01
1977,ASSAM,SUC,0.01
1977,BIHAR,JNP,0.65
1977,BIHAR,CONG,0.23
1977,BIHAR,CPI,0.06
1977,BIHAR,IND,0.05
1977,BIHAR,JKP,0.01
1977,CHANDIGARH,JNP,0.66
1977,CHANDIGARH,CONG,0.28
1977,CHANDIGARH,IND,0.03
1977,CHANDIGARH,CPI,0.02
1977,D&N HAVELI,CONG,0.47
1977,D&N HAVELI,JNP,0.32
1977,D&N HAVELI,IND,0.21
1977,"GOA, DAMAN & DIU",MAG,0.41
1977,"GOA, DAMAN & DIU",CONG,0.4
1977,"GOA, DAMAN & DIU",JNP,0.15
1977,"GOA, DAMAN & DIU",IND,0.05
1977,GUJARAT,JNP,0.5
1977,GUJARAT,CONG,0.47
1977,GUJARAT,IND,0.04
1977,HARYANA,JNP,0.7
1977,HARYANA,CONG,0.18
1977,HARYANA,IND,0.06
1977,HARYANA,VHP,0.05
1977,HARYANA,CPI,0.01
1977,HIMACHAL PRADESH,JNP,0.57
1977,HIMACHAL PRADESH,CONG,0.39
1977,HIMACHAL PRADESH,IND,0.02
1977,HIMACHAL PRADESH,CPI,0.01
1977,HIMACHAL PRADESH,CPM,0.01
1977,JAMMU & KASHMIR,IND,0.41
1977,JAMMU & KASHMIR,NC,0.34
1977,JAMMU & KASHMIR,CONG,0.16
1977,JAMMU & KASHMIR,JNP,0.08
1977,KARNATAKA,CONG,0.57
1977,KARNATAKA,JNP,0.4
1977,KARNATAKA,IND,0.03
1977,KERALA,CONG,0.29
1977,KERALA,CPM,0.2
1977,KERALA,CPI,0.1
1977,KERALA,IND,0.09
1977,KERALA,JNP,0.07
1977,KERALA,KCP,0.06
1977,KERALA,KEC,0.06
1977,KERALA,IUML,0.06
1977,KERALA,MLO,0.04
1977,KERALA,RSP,0.03
1977,LAKSHADWEEP,CONG,0.59
1977,LAKSHADWEEP,IND,0.41
1977,MADHYA PRADESH,JNP,0.58
1977,MADHYA PRADESH,CONG,0.32
1977,MADHYA PRADESH,IND,0.08
1977,MADHYA PRADESH,CPI,0.01
1977,MADHYA PRADESH,RPK,0.01
1977,MAHARASHTRA,CONG,0.47
1977,MAHARASHTRA,JNP,0.31
1977,MAHARASHTRA,IND,0.06
1977,MAHARASHTRA,PWP,0.06
1977,MAHARASHTRA,CPM,0.04
1977,MAHARASHTRA,RPK,0.04
1977,MAHARASHTRA,CPI,0.01
1977,MAHARASHTRA,RPI,0.01
1977,MANIPUR,CONG,0.45
1977,MANIPUR,MRP,0.23
1977,MANIPUR,CPI,0.11
1977,MANIPUR,IND,0.11
1977,MANIPUR,JNP,0.09
1977,MEGHALAYA,IND,0.64
1977,MEGHALAYA,CONG,0.36
1977,MIZORAM,IND,0.63
1977,MIZORAM,CONG,0.37
1977,NAGALAND,UDF,0.52
1977,NAGALAND,CONG,0.48
1977,NCT OF DELHI,JNP,0.68
1977,NCT OF DELHI,CONG,0.3
1977,NCT OF DELHI,IND,0.01
1977,ORISSA,JNP,0.52
1977,ORISSA,CONG,0.38
1977,ORISSA,IND,0.04
1977,ORISSA,CPI,0.03
1977,ORISSA,CPM,0.02
1977,PUDUCHERRY,ADMK,0.53
1977,PUDUCHERRY,NCO,0.44
1977,PUDUCHERRY,IND,0.02
1977,PUNJAB,SAD,0.42
1977,PUNJAB,CONG,0.35
1977,PUNJAB,JNP,0.13
1977,PUNJAB,CPM,0.05
1977,PUNJAB,IND,0.03
1977,PUNJAB,CPI,0.02
1977,RAJASTHAN,JNP,0.65
1977,RAJASTHAN,CONG,0.31
1977,RAJASTHAN,IND,0.03
1977,SIKKIM,CONG,
1977,TAMIL NADU,ADMK,0.3
1977,TAMIL NADU,CONG,0.22
1977,TAMIL NADU,DMK,0.19
1977,TAMIL NADU,NCO,0.18
1977,TAMIL NADU,CPI,0.05
1977,TAMIL NADU,IND,0.05
1977,TAMIL NADU,CPM,0.02
1977,TRIPURA,CONG,0.4
1977,TRIPURA,CPM,0.34
1977,TRIPURA,JNP,0.18
1977,TRIPURA,TUS,0.06
1977,TRIPURA,CPI,0.02
1977,UTTAR PRADESH,JNP,0.68
1977,UTTAR PRADESH,CONG,0.25
1977,UTTAR PRADESH,IND,0.05
1977,UTTAR PRADESH,CPI,0.01
1977,WEST BENGAL,CONG,0.29
1977,WEST BENGAL,CPM,0.26
1977,WEST BENGAL,JNP,0.21
1977,WEST BENGAL,IND,0.07
