ST_CODE,PC_CODE,STATE,PC,NO,NAME,PARTY
S20,11,RAJASTHAN,DAUSA,10,ANJALI BHADANA,Independent
S20,11,RAJASTHAN,DAUSA,11,ANJU DEVI DHANKA,Independent
S20,11,RAJASTHAN,DAUSA,12,DR. NASEEM GURJAR,Independent
S20,11,RAJASTHAN,DAUSA,13,BIMLA DEVI MEENA,Independent
S20,11,RAJASTHAN,DAUSA,14,SHIV PAL GURJAR,Independent
S20,12,RAJASTHAN,TONK,1,MOHAMMED AZHARUDDIN,Indian National Congress
S20,12,RAJASTHAN,TONK,2,SUKHBIR SINGH JAUNAPURIA,Bharatiya Janata Party
S20,12,RAJASTHAN,TONK,3,SURESH,Bahujan Samaj Party
S20,12,RAJASTHAN,TONK,4,JAGMOHAN MEENA,National Peoples Party
S20,12,RAJASTHAN,TONK,5,DINESH,All India Trinamool Congress
S20,12,RAJASTHAN,TONK,6,DINESH SAINI,Jai Maha Bharath Party
S20,12,RAJASTHAN,TONK,7,BAJARANG LAL,Rashtriya Ahinsa Manch
S20,12,RAJASTHAN,TONK,8,BHAR SINGH,Socialist Party (India)
S20,12,RAJASTHAN,TONK,9,MUKESH,Aam Aadmi Party
S20,12,RAJASTHAN,TONK,10,RAMESH CHAND,Lok Dal
S20,12,RAJASTHAN,TONK,11,RAM HANS,Naya Daur Party
S20,12,RAJASTHAN,TONK,12,VARIS ALI,awami aamjan party
S20,12,RAJASTHAN,TONK,13,KAMAL KUMAR DHOBI,Independent
S20,12,RAJASTHAN,TONK,14,KORI LAL,Independent
S20,12,RAJASTHAN,TONK,15,GOVIND PRASAD,Independent
S20,12,RAJASTHAN,TONK,16,CHANDAN LAL MEENA,Independent
S20,12,RAJASTHAN,TONK,17,BABULAL JANGID,Independent
S20,12,RAJASTHAN,TONK,18,MAKKHAN,Independent
S20,12,RAJASTHAN,TONK,19,RAM PARKASH,Independent
S20,12,RAJASTHAN,TONK,20,SAMPATTI BAI ALIAS SUNITA VERMA,Independent
S20,12,RAJASTHAN,TONK,21,SIYA RAM,Independent
S20,12,RAJASTHAN,TONK,22,HARI RAM,Independent
S20,13,RAJASTHAN,AJMER,1,JAGDISH,Bahujan Samaj Party
S20,13,RAJASTHAN,AJMER,2,SACHIN PILOT,Indian National Congress
S20,13,RAJASTHAN,AJMER,3,SANWAR LAL JAT,Bharatiya Janata Party
S20,13,RAJASTHAN,AJMER,4,SANWAR LAL,Nationalist Congress Party
S20,13,RAJASTHAN,AJMER,5,MUKUL MISHRA,Akhil Bharat Hindu Mahasabha
S20,13,RAJASTHAN,AJMER,6,RAMLAL,Akhil Bhartiya Aamjan Party
S20,13,RAJASTHAN,AJMER,7,ANITA JAIN,Independent
S20,13,RAJASTHAN,AJMER,8,KRISHNA KUMAR DADHICH,Independent
S20,13,RAJASTHAN,AJMER,9,JAGDISH SINGH RAWAT,Independent
S20,13,RAJASTHAN,AJMER,10,NARAIN DAS SINDHI,Independent
S20,13,RAJASTHAN,AJMER,11,BHANWAR LAL SONI,Independent
S20,13,RAJASTHAN,AJMER,12,SURENDRA KUMAR JAIN,Independent
S20,14,RAJASTHAN,NAGAUR,1,ABDUL AZIZ,Bahujan Samaj Party
S20,14,RAJASTHAN,NAGAUR,2,C R CHOUDHARY,Bharatiya Janata Party
S20,14,RAJASTHAN,NAGAUR,3,DR JYOTI MIRDHA,Indian National Congress
S20,14,RAJASTHAN,NAGAUR,4,AYUB KHAN,Samajwadi Party
S20,14,RAJASTHAN,NAGAUR,5,NEMICHAND,AARAKSHAN VIRODHI PARTY
S20,14,RAJASTHAN,NAGAUR,6,BHANWAR SINGH RATHORE,All India Trinamool Congress
S20,14,RAJASTHAN,NAGAUR,7,HANUMANRAM,Aam Aadmi Party
S20,14,RAJASTHAN,NAGAUR,8,HARIRAM MEHRADA,Bahujan Sangharshh Dal
S20,14,RAJASTHAN,NAGAUR,9,CHHOTURAM,Independent
S20,14,RAJASTHAN,NAGAUR,10,MULARAM,Independent
S20,14,RAJASTHAN,NAGAUR,11,SUNIL,Independent
S20,14,RAJASTHAN,NAGAUR,12,HANUMAN BENIWAL,Independent
S20,14,RAJASTHAN,NAGAUR,13,HARIRAM,Independent
S20,15,RAJASTHAN,PALI,1,P P CHOUDHARY,Bharatiya Janata Party
S20,15,RAJASTHAN,PALI,2,BHOJRAJ,Bahujan Samaj Party
S20,15,RAJASTHAN,PALI,3,MUNNI,Indian National Congress
S20,15,RAJASTHAN,PALI,4,JAGDISH,Bahujan Mukti Party
S20,15,RAJASTHAN,PALI,5,DEVKISHAN DEHIYA,Megh Desham Party
S20,15,RAJASTHAN,PALI,6,MAHESH BHANDARI,Aam Aadmi Party
S20,15,RAJASTHAN,PALI,7,SHOBHARAM MALI,Jai Maha Bharath Party
S20,15,RAJASTHAN,PALI,8,UDARAM,Independent
S20,15,RAJASTHAN,PALI,9,OM PRAKASH MALI,Independent
S20,15,RAJASTHAN,PALI,10,KANHAIYALAL PAREEK,Independent
S20,15,RAJASTHAN,PALI,11,DINESH MEV,Independent
S20,15,RAJASTHAN,PALI,12,RAMLAL,Independent
S20,15,RAJASTHAN,PALI,13,SHER SINGH,Independent
S20,16,RAJASTHAN,JODHPUR,1,GAJENDRASINGH SHEKHAWAT,Bharatiya Janata Party
S20,16,RAJASTHAN,JODHPUR,2,GOPARAM MEGHWAL,Bahujan Samaj Party
S20,16,RAJASTHAN,JODHPUR,3,CHANDRESH KUMARI,Indian National Congress
S20,16,RAJASTHAN,JODHPUR,4,DHANRAJ GEHLOT,Jai Maha Bharath Party
S20,16,RAJASTHAN,JODHPUR,5,RAVI GARG,Bharat Nav Nirman Party
S20,16,RAJASTHAN,JODHPUR,6,VIGYAN MODI,Aam Aadmi Party
S20,16,RAJASTHAN,JODHPUR,7,JAYDA,Independent
S20,16,RAJASTHAN,JODHPUR,8,JETHARAM MEGHWAL,Independent
S20,16,RAJASTHAN,JODHPUR,9,DUNGAR MAL PUNIYA,Independent
S20,16,RAJASTHAN,JODHPUR,10,MEHMOODA BEGAM ABBASI,Independent
S20,16,RAJASTHAN,JODHPUR,11,RAM DAYAL,Independent
S20,16,RAJASTHAN,JODHPUR,12,RUGHA RAM CHOUDHARY ADVOCATE,Independent
S20,16,RAJASTHAN,JODHPUR,13,SOHAN LAL GOYAL,Independent
S20,17,RAJASTHAN,BARMER,1,MALAM SINGH,Bahujan Samaj Party
S20,17,RAJASTHAN,BARMER,2,COL. SONA RAM,Bharatiya Janata Party
S20,17,RAJASTHAN,BARMER,3,HARISH CHAUDHARY,Indian National Congress
S20,17,RAJASTHAN,BARMER,4,MANGILAL GAUR,Aam Aadmi Party
S20,17,RAJASTHAN,BARMER,5,MAHANT ARJUNPURI,Independent
S20,17,RAJASTHAN,BARMER,6,KHET SINGH RAJPUROHIT,Independent
S20,17,RAJASTHAN,BARMER,7,JASWANT SINGH,Independent
S20,17,RAJASTHAN,BARMER,8,POPAT RAM,Independent
S20,17,RAJASTHAN,BARMER,9,BABULAL,Independent
S20,17,RAJASTHAN,BARMER,10,MASTER BHAIRA RAM MEGHWAL,Independent
S20,17,RAJASTHAN,BARMER,11,RAMA RAM,Independent
S20,18,RAJASTHAN,JALORE,1,ANJANA UDAI LAL,Indian National Congress
S20,18,RAJASTHAN,JALORE,2,OTARAM,Bahujan Samaj Party
S20,18,RAJASTHAN,JALORE,3,DEVJI PATEL,Bharatiya Janata Party
S20,18,RAJASTHAN,JALORE,4,CHHAGANARAM / PRHALAD,Hindustan Janta Party
S20,18,RAJASTHAN,JALORE,5,CHHAGANARAM / BHALARAM,Bahujan Mukti Party
S20,18,RAJASTHAN,JALORE,6,RAN SINGH RAJPUROHIT,Jago Party
S20,18,RAJASTHAN,JALORE,7,SUKH DEV,awami aamjan party
S20,18,RAJASTHAN,JALORE,8,TARUN KUMAR,Independent
S20,18,RAJASTHAN,JALORE,9,NARINGA RAM YADAV,Independent
S20,18,RAJASTHAN,JALORE,10,NARAYAN LAL,Independent
S20,18,RAJASTHAN,JALORE,11,S. BUTA SINGH,Independent
S20,18,RAJASTHAN,JALORE,12,BHANWAR LAL WAGHELA,Independent
S20,18,RAJASTHAN,JALORE,13,MANARA RAM,Independent
S20,18,RAJASTHAN,JALORE,14,MAHENDRA K. CHOUDHARY,Independent
S20,18,RAJASTHAN,JALORE,15,MOOLA RAM,Independent
S20,18,RAJASTHAN,JALORE,16,SHANKAR LAL DARJI,Independent
S20,19,RAJASTHAN,UDAIPUR,1,ARJUNLAL MEENA,Bharatiya Janata Party
S20,19,RAJASTHAN,UDAIPUR,2,MEGHRAJ TAWAR,Communist Party of India
S20,19,RAJASTHAN,UDAIPUR,3,RAGHUVIR SINGH,Indian National Congress
S20,19,RAJASTHAN,UDAIPUR,4,LAXMAN BHIL,Bahujan Samaj Party
S20,19,RAJASTHAN,UDAIPUR,5,GOTAM LAL MEENA,Communist Party of India  (Marxist-Leninist)  (Liberation)
S20,19,RAJASTHAN,UDAIPUR,6,PRABHU LAL MEENA,Bahujan Mukti Party
S20,19,RAJASTHAN,UDAIPUR,7,LAXMILAL GAMETI,Socialist Party (India)
S20,19,RAJASTHAN,UDAIPUR,8,DR. VELARAM MEENA,Aam Aadmi Party
S20,20,RAJASTHAN,BANSWARA,1,MANSHANKAR NINAMA,Bharatiya Janata Party
S20,20,RAJASTHAN,BANSWARA,2,RESHAM MALVIYA,Indian National Congress
S20,20,RAJASTHAN,BANSWARA,3,VIJAYPAL,Bahujan Samaj Party
S20,20,RAJASTHAN,BANSWARA,4,BHANJI BHAI,Janata Dal  (United)
S20,20,RAJASTHAN,BANSWARA,5,SOMA LAL KOTED,Bahujan Mukti Party
S20,20,RAJASTHAN,BANSWARA,6,HARISH RAWAT,Aam Aadmi Party
S20,21,RAJASTHAN,CHITTORGARH,1,GIRIJA VYAS,Indian National Congress
S20,21,RAJASTHAN,CHITTORGARH,2,CHANDRA PRAKASH JOSHI,Bharatiya Janata Party
S20,21,RAJASTHAN,CHITTORGARH,3,RADHA DEVI,Communist Party of India
S20,21,RAJASTHAN,CHITTORGARH,4,SANJAY KUMAR,Bahujan Samaj Party
S20,21,RAJASTHAN,CHITTORGARH,5,DR. NARENDRA KUMAR GUPTA,Aam Aadmi Party
S20,21,RAJASTHAN,CHITTORGARH,6,PRABHU LAL GUJJAR,Jai Maha Bharath Party
S20,21,RAJASTHAN,CHITTORGARH,7,MANGI LAL SOLANKI,Bahujan Mukti Party
S20,21,RAJASTHAN,CHITTORGARH,8,VIJAYA RAY,Rajasthan Vikas Party
S20,21,RAJASTHAN,CHITTORGARH,9,SHANTI LAL TRIVEDI,Communist Party of India  (Marxist-Leninist)  (Liberation)
S20,21,RAJASTHAN,CHITTORGARH,10,GULAB CHAND SAHLOT,Independent
S20,21,RAJASTHAN,CHITTORGARH,11,BABU MEGHWAL,Independent
S20,21,RAJASTHAN,CHITTORGARH,12,BHANWAR LAL,Independent
S20,21,RAJASTHAN,CHITTORGARH,13,MOHAMMAD IMTIYAZ,Independent
S20,21,RAJASTHAN,CHITTORGARH,14,YASHWANT PURI,Independent
S20,22,RAJASTHAN,RAJSAMAND,1,GOPAL SINGH SHEKHAWAT,Indian National Congress
S20,22,RAJASTHAN,RAJSAMAND,2,NEERU RAM JAT,Bahujan Samaj Party
S20,22,RAJASTHAN,RAJSAMAND,3,HARI OM SINGH RATHORE,Bharatiya Janata Party
S20,22,RAJASTHAN,RAJSAMAND,4,IDRISH MOHAMMAD,Jago Party
S20,22,RAJASTHAN,RAJSAMAND,5,GULAM FARID,Samajwadi Party
S20,22,RAJASTHAN,RAJSAMAND,6,PRADEEP SINGH BHATNAGAR,Aam Aadmi Party
S20,22,RAJASTHAN,RAJSAMAND,7,LAXMAN,Jai Maha Bharath Party
S20,22,RAJASTHAN,RAJSAMAND,8,KHIMA RAM SALVI,Independent
S20,22,RAJASTHAN,RAJSAMAND,9,BHANWAR LAL MALI,Independent
S20,22,RAJASTHAN,RAJSAMAND,10,SANJAY CHOUDHARY,Independent
S20,22,RAJASTHAN,RAJSAMAND,11,SURYA BHAWANI SINGH CHAWARA,Independent
S20,22,RAJASTHAN,RAJSAMAND,12,HEERA KATHAT,Independent
S20,23,RAJASTHAN,BHILWARA,1,ASHOK CHANDNA,Indian National Congress
S20,23,RAJASTHAN,BHILWARA,2,GOVIND KUMAR BAIRWA,Bahujan Samaj Party
S20,23,RAJASTHAN,BHILWARA,3,SUBHASH BAHERIA,Bharatiya Janata Party
S20,23,RAJASTHAN,BHILWARA,4,CHANDRA PRAKASH GOCHER,Bharatiya Yuva Shakti
S20,23,RAJASTHAN,BHILWARA,5,RADHY SHYAM VAISHNAV,Bahujan Sangharshh Dal
S20,23,RAJASTHAN,BHILWARA,6,SUNIL AGIWAL,Aam Aadmi Party
S20,23,RAJASTHAN,BHILWARA,7,ASLAM SHEKH ADVOCATE,Independent
S20,23,RAJASTHAN,BHILWARA,8,RATAN LAL DHOBI,Independent
S20,23,RAJASTHAN,BHILWARA,9,SHYAM LAL SALVI,Independent
S20,23,RAJASTHAN,BHILWARA,10,SATYA PRAKASH SHARMA,Independent
S20,23,RAJASTHAN,BHILWARA,11,SURENDAR SINGH RANAWAT,Independent
S20,24,RAJASTHAN,KOTA,1,ASHOK KUMAR,Bahujan Samaj Party
S20,24,RAJASTHAN,KOTA,2,IJYARAJ SINGH,Indian National Congress
S20,24,RAJASTHAN,KOTA,3,OM BIRLA,Bharatiya Janata Party
S20,24,RAJASTHAN,KOTA,4,AJMAT ALI,Bharatiya Yuva Shakti
S20,24,RAJASTHAN,KOTA,5,ASHOK KUMAR JAIN,Aam Aadmi Party
S20,24,RAJASTHAN,KOTA,6,MAHESH KUMAR RANIWAL,AARAKSHAN VIRODHI PARTY
S20,24,RAJASTHAN,KOTA,7,RAJESH KUMAR,Jai Maha Bharath Party
S20,24,RAJASTHAN,KOTA,8,ASFAK ALI,Independent
S20,24,RAJASTHAN,KOTA,9,TEJPAL,Independent
S20,24,RAJASTHAN,KOTA,10,MAHENDRA KUMAR,Independent
S20,24,RAJASTHAN,KOTA,11,MOHAN LAL MAHAWAR,Independent
S20,24,RAJASTHAN,KOTA,12,SHYAM SUNDER SHARMA,Independent
S20,25,RAJASTHAN,JHALAWAR,1,CHANDRA SINGH,Bahujan Samaj Party
S20,25,RAJASTHAN,JHALAWAR,2,DUSHYANT SINGH,Bharatiya Janata Party
S20,25,RAJASTHAN,JHALAWAR,3,PRAMOD BHAYA,Indian National Congress
S20,25,RAJASTHAN,JHALAWAR,4,JAVED KHAN,Bharatiya Yuva Shakti
S20,25,RAJASTHAN,JHALAWAR,5,BALDAR,Independent
S20,25,RAJASTHAN,JHALAWAR,6,SULEMAN PUTA,Independent
S21,1,SIKKIM,SIKKIM,1,PREM DAS RAI,Sikkim Democratic Front
S21,1,SIKKIM,SIKKIM,2,TEK NATH DHAKAL,Sikkim Krantikari Morcha
S21,1,SIKKIM,SIKKIM,3,NAR BAHADUR KHATIWARA,Bharatiya Janata Party
S21,1,SIKKIM,SIKKIM,4,AKAR DHOJ LIMBU,Indian National Congress
S21,1,SIKKIM,SIKKIM,5,NAKUL DAS RAI,All India Trinamool Congress
S21,1,SIKKIM,SIKKIM,6,KAUSHAL RAI,Aam Aadmi Party
S22,1,TAMIL NADU,THIRUVALLUR,1,KANNAN A.S,Communist Party of India
S22,1,TAMIL NADU,THIRUVALLUR,2,SATHYAMURTHY.C,Bahujan Samaj Party
S22,1,TAMIL NADU,THIRUVALLUR,3,YUVARAJ.V,Desiya Murpokku Dravida Kazhagam
S22,1,TAMIL NADU,THIRUVALLUR,4,VENUGOPAL.P.(DR),All India Anna Dravida Munnetra Kazhagam
S22,1,TAMIL NADU,THIRUVALLUR,5,JAYAKUMAR.M,Indian National Congress
S22,1,TAMIL NADU,THIRUVALLUR,6,SRINIVASAN.D,Samajwadi Party
S22,1,TAMIL NADU,THIRUVALLUR,7,BALAMURUGAN.B,Aam Aadmi Party
S22,1,TAMIL NADU,THIRUVALLUR,8,RAVIKUMAR.D,Viduthalai Chiruthaigal Katchi
S22,1,TAMIL NADU,THIRUVALLUR,9,CHANDRASEKARAN.M,Independent
S22,1,TAMIL NADU,THIRUVALLUR,10,SURESH KUMAR.S,Independent
S22,1,TAMIL NADU,THIRUVALLUR,11,DOSS.R,Independent
S22,1,TAMIL NADU,THIRUVALLUR,12,RAVIKUMAR.M,Independent
S22,1,TAMIL NADU,THIRUVALLUR,13,VETRISELVAM.K,Independent
S22,1,TAMIL NADU,THIRUVALLUR,14,VENUGOPAL.P,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,1,GIRIRAJAN .R,Dravida Munnetra Kazhagam
S22,2,TAMIL NADU,CHENNAI NORTH,2,SOUNDARAPANDIAN .M,Desiya Murpokku Dravida Kazhagam
S22,2,TAMIL NADU,CHENNAI NORTH,3,BIJU CHACKO,Indian National Congress
S22,2,TAMIL NADU,CHENNAI NORTH,4,VASUKI .U,Communist Party of India  (Marxist)
S22,2,TAMIL NADU,CHENNAI NORTH,5,VENKATESH BABU .T.G,All India Anna Dravida Munnetra Kazhagam
S22,2,TAMIL NADU,CHENNAI NORTH,6,JANARTHANAN .J,Bahujan Samaj Party
S22,2,TAMIL NADU,CHENNAI NORTH,7,SIVAKUMAR . V,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S22,2,TAMIL NADU,CHENNAI NORTH,8,NIJAM MOHAIDEEN .M,SOCIAL DEMOCRATIC PARTY OF INDIA
S22,2,TAMIL NADU,CHENNAI NORTH,9,BABU MAILAN .A,Lok Satta Party
S22,2,TAMIL NADU,CHENNAI NORTH,10,PAULRAJ .T,Makkal Manadu Katchi
S22,2,TAMIL NADU,CHENNAI NORTH,11,RAMESH KANNAN .G,Republican Party of India
S22,2,TAMIL NADU,CHENNAI NORTH,12,VIJAYA KUMAR .K,Tamil Nadu Makkal Congress
S22,2,TAMIL NADU,CHENNAI NORTH,13,SRINIVASON .S,Aam Aadmi Party
S22,2,TAMIL NADU,CHENNAI NORTH,14,ANBAZHAGAN .G,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,15,GIRIRAJ. D,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,16,KESAVAN. L,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,17,KOLANGI. M,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,18,CHARAVANAN. M.P.,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,19,SIVASHANMUGA PERUMAL. S,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,20,SEETHA MALLAR. A,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,21,SRINIVASAN. J,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,22,SUNDAR. G,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,23,SENTHIL KUMAR. K,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,24,DEEPAK. C,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,25,DURAI BABU. R,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,26,DEVARAJ. G,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,27,PAUL KANAGARAJ. R.C,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,28,BALAJI. E,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,29,PRABHAKARAN. K,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,30,PONRAJ. P,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,31,MAHENDRAN. K.P.P.,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,32,MARIMUTHU. P,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,33,MARIRAJ. T.R,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,34,MOHAMED MAJASUDDIN,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,35,YOGARAJ. S,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,36,RAVIKUMAR. T,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,37,RAVI PARIYANAR. D,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,38,RAMASAMY. M.D.,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,39,RAJ. N,Independent
S22,2,TAMIL NADU,CHENNAI NORTH,40,RAJA. B,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,1,GANESAN  S,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S22,3,TAMIL NADU,CHENNAI SOUTH,2,K.R.RAMASWAMY@TRAFFIC RAMASWAMY,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,3,(KUPPAL)G.DEVADOSS,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,4,A. JAIGANESH,Lok Satta Party
S22,3,TAMIL NADU,CHENNAI SOUTH,5,LA.GANESAN,Bharatiya Janata Party
S22,3,TAMIL NADU,CHENNAI SOUTH,6,S. BALU,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,7,COLONEL KADAR BASHA,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,8,DR. J. JAYAVARDHAN,All India Anna Dravida Munnetra Kazhagam
S22,3,TAMIL NADU,CHENNAI SOUTH,9,T. DHANASEKAR,National Organisation Congress
S22,3,TAMIL NADU,CHENNAI SOUTH,10,RAJINI NIVETHA,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,11,R. RAVICHANDRAN,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,12,V. BALAJI,Bahujan Samaj Party
S22,3,TAMIL NADU,CHENNAI SOUTH,13,S.S.RADHAKRISHNAN,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,15,THANGARAJ,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,16,S. DEVADOSS,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,17,S. SEETHALAKSHMI,Tamil Nadu Makkal Congress
S22,3,TAMIL NADU,CHENNAI SOUTH,18,JAHIR HUSSAIN. M,Aam Aadmi Party
S22,3,TAMIL NADU,CHENNAI SOUTH,19,S. PARTHIBAN,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,20,LOGANATHAN,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,21,A. IRUDAYADASS,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,22,T.K.S.ELANGOVAN,Dravida Munnetra Kazhagam
S22,3,TAMIL NADU,CHENNAI SOUTH,23,J.S. MAHALINGAM,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,24,M. ARUMUGAM,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,25,K. MANI,Janata Dal  (United)
S22,3,TAMIL NADU,CHENNAI SOUTH,26,KANTHAVEL  D,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,27,S. BALAMURALI,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,28,S. RAJESHWARI,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,29,S. VEERAMANI,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,30,S.V. RAMANI,Indian National Congress
S22,3,TAMIL NADU,CHENNAI SOUTH,31,B. KUMAR SRI SRI,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,32,BHAVANI JANAKIRAM,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,33,S. PRAGASAM,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,34,T. PONNUSAMY,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,35,A. MAGESH,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,36,PON. SIVA KUMAR,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,37,S. CHARUMATHI,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,38,S. SESU RAJ,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,39,K. SHANKAR,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,40,JOSEPH GUNASEKAR,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,41,R. KANDASAMY@BABU,Ambedkar People's Movement
S22,3,TAMIL NADU,CHENNAI SOUTH,42,M. JAYARAMAN,Independent
S22,3,TAMIL NADU,CHENNAI SOUTH,43,T.K. RAMAJAYAM,Independent
S22,4,TAMIL NADU,CHENNAI CENTRAL,2,S.D. KRISHNAKUMAR,Republican Party of India (A)
S22,4,TAMIL NADU,CHENNAI CENTRAL,5,S.R. VIJAYAKUMAR,All India Anna Dravida Munnetra Kazhagam
S22,4,TAMIL NADU,CHENNAI CENTRAL,9,J. PRABHAKAR,Aam Aadmi Party
S22,4,TAMIL NADU,CHENNAI CENTRAL,11,B. AMBETH VENKATESH,Independent
S22,4,TAMIL NADU,CHENNAI CENTRAL,12,J. CONSTANDINE RAVINDRAN,Desiya Murpokku Dravida Kazhagam
S22,4,TAMIL NADU,CHENNAI CENTRAL,13,MURALIKRISHNAN (A) SAMARAN,Bahujan Samaj Party
S22,4,TAMIL NADU,CHENNAI CENTRAL,26,D. BABU,Independent
S22,4,TAMIL NADU,CHENNAI CENTRAL,29,C.D. MEYYAPPAN,Indian National Congress
S22,4,TAMIL NADU,CHENNAI CENTRAL,30,DAYANIDHI MARAN,Dravida Munnetra Kazhagam
S22,4,TAMIL NADU,CHENNAI CENTRAL,36,M. PRABAKARAN,Independent
S22,4,TAMIL NADU,CHENNAI CENTRAL,37,M. MURUGAN,Independent
S22,4,TAMIL NADU,CHENNAI CENTRAL,38,P. MANIMARAN,Independent
S22,4,TAMIL NADU,CHENNAI CENTRAL,44,K.RAVEENDRAN,Independent
S22,4,TAMIL NADU,CHENNAI CENTRAL,45,D. RAMESH,Independent
S22,4,TAMIL NADU,CHENNAI CENTRAL,46,M. MOHAMED RASIK,Independent
S22,4,TAMIL NADU,CHENNAI CENTRAL,47,V. CHANDRAMOHAN,Independent
S22,4,TAMIL NADU,CHENNAI CENTRAL,48,T. RAVIKUMAR,Independent
S22,4,TAMIL NADU,CHENNAI CENTRAL,51,AUDITOR GOPINARAYANAN,Makkal Manadu Katchi
S22,4,TAMIL NADU,CHENNAI CENTRAL,52,P. AHILA,Independent
S22,4,TAMIL NADU,CHENNAI CENTRAL,53,ARUNDHATHI JAIGANESH (A) S.JAIGANESH,Independent
S22,5,TAMIL NADU,SRIPERUMBUDUR,1,ARUL ANBARASU,Indian National Congress
S22,5,TAMIL NADU,SRIPERUMBUDUR,2,"RAMACHANDRAN, K.N. THIRU",All India Anna Dravida Munnetra Kazhagam
S22,5,TAMIL NADU,SRIPERUMBUDUR,3,"MOHAMED ABBAS, S. THIRU",Bahujan Samaj Party
S22,5,TAMIL NADU,SRIPERUMBUDUR,4,"JAGATHRAKSHAKAN, S. THIRU",Dravida Munnetra Kazhagam
S22,5,TAMIL NADU,SRIPERUMBUDUR,5,"BHARATHI, K. THIRU",Communist Party of India  (Marxist-Leninist)  (Liberation)
S22,5,TAMIL NADU,SRIPERUMBUDUR,6,PULAVAR. E.SU. MANI. THIRU,National Organisation Congress
S22,5,TAMIL NADU,SRIPERUMBUDUR,7,"MASILAMANI, R. (DR).",Marumalarchi Dravida Munnetra Kazhagam
S22,5,TAMIL NADU,SRIPERUMBUDUR,8,"VASIGARAN, S.A.N. THIRU",Aam Aadmi Party
S22,5,TAMIL NADU,SRIPERUMBUDUR,9,"SRIDHAR, C. THIRU",Ulzaipali Makkal Katchy
S22,5,TAMIL NADU,SRIPERUMBUDUR,10,"AYODHI, L.( DR).",Independent
S22,5,TAMIL NADU,SRIPERUMBUDUR,11,"SHANMUGAM, K. THIRU",Independent
S22,5,TAMIL NADU,SRIPERUMBUDUR,12,"SHANMUGAM, G. THIRU",Independent
S22,5,TAMIL NADU,SRIPERUMBUDUR,13,SAMPATH. K. THIRU,Independent
