ST_NAME,Column,Field,Value
Andhra Pradesh,AC_NAME,GAGAN MAHAL,GAGAN MAHAL
Andhra Pradesh,AC_NAME,GAJAPATHINAGARAM,GAJAPATHINAGARAM
Andhra Pradesh,AC_NAME,GAJAPATINAGARAM,GAJAPATHINAGARAM
Andhra Pradesh,AC_NAME,GAJUWAKA,GAJUWAKA
Andhra Pradesh,AC_NAME,GAJWEL,GAJWEL
Andhra Pradesh,AC_NAME,GANGADHARA NELLORE,GANGADHARA NELLORE
Andhra Pradesh,AC_NAME,GANNAVARAM,GANNAVARAM
Andhra Pradesh,AC_NAME,GAZWEL,GAJWEL
Andhra Pradesh,AC_NAME,GHANPUR,GHANPUR (STATION)
Andhra Pradesh,AC_NAME,GHANPUR (STATION),GHANPUR (STATION)
Andhra Pradesh,AC_NAME,GHIRALA,CHIRALA
Andhra Pradesh,AC_NAME,GIDDALUR,GIDDALUR
Andhra Pradesh,AC_NAME,GOLUGONDA,GOLUGONDA
Andhra Pradesh,AC_NAME,GOMPA,GOMPA
Andhra Pradesh,AC_NAME,GOOTY,GOOTY
Andhra Pradesh,AC_NAME,GOPALAPURAM,GOPALAPURAM
Andhra Pradesh,AC_NAME,GOPALPURAM,GOPALAPURAM
Andhra Pradesh,AC_NAME,GORANTLA,GORANTLA
Andhra Pradesh,AC_NAME,GOSHAMAHAL,GOSHAMAHAL
Andhra Pradesh,AC_NAME,GUDEM,GUDEM
Andhra Pradesh,AC_NAME,GUDIVADA,GUDIVADA
Andhra Pradesh,AC_NAME,GUDUR,GUDUR
Andhra Pradesh,AC_NAME,GUNTAKAL,GUNTAKAL
Andhra Pradesh,AC_NAME,GUNTUR EAST,GUNTUR EAST
Andhra Pradesh,AC_NAME,GUNTUR I,GUNTUR I
Andhra Pradesh,AC_NAME,GUNTUR I I,GUNTUR II
Andhra Pradesh,AC_NAME,GUNTUR II,GUNTUR II
Andhra Pradesh,AC_NAME,GUNTUR WEST,GUNTUR WEST
Andhra Pradesh,AC_NAME,GUNTUR-I,GUNTUR I
Andhra Pradesh,AC_NAME,GUNTUR-II,GUNTUR II
Andhra Pradesh,AC_NAME,GURUZALA,GURZALA
Andhra Pradesh,AC_NAME,GURZALA,GURZALA
Andhra Pradesh,AC_NAME,HANAMKONDA,HANAMKONDA
Andhra Pradesh,AC_NAME,HARASAPUR,HARASAPUR
Andhra Pradesh,AC_NAME,HARISCHANDRAPURAM,HARISHCHANDRA PURAM
Andhra Pradesh,AC_NAME,HARISHCHANDRA,HARISHCHANDRA PURAM
Andhra Pradesh,AC_NAME,HARISHCHANDRA PURAM,HARISHCHANDRA PURAM
Andhra Pradesh,AC_NAME,HASANPARTHI,HASANPARTHY
Andhra Pradesh,AC_NAME,HASANPARTHY,HASANPARTHY
Andhra Pradesh,AC_NAME,HIGH COURT,HIGH COURT
Andhra Pradesh,AC_NAME,HIMAYATNAGAR,HIMAYATNAGAR
Andhra Pradesh,AC_NAME,HINDUPUR,HINDUPUR
Andhra Pradesh,AC_NAME,HUSNABAD,HUSNABAD
Andhra Pradesh,AC_NAME,HUZURABAD,HUZURABAD
Andhra Pradesh,AC_NAME,HUZURNAGAR,HUZURNAGAR
Andhra Pradesh,AC_NAME,HYDERABAD EAST,HYDERABAD EAST
Andhra Pradesh,AC_NAME,IBRAHIMPATAM,IBRAHIMPATNAM
Andhra Pradesh,AC_NAME,IBRAHIMPATNAM,IBRAHIMPATNAM
Andhra Pradesh,AC_NAME,ICHAPURAM,ICHCHAPURAM
Andhra Pradesh,AC_NAME,ICHCHAPURAM,ICHCHAPURAM
Andhra Pradesh,AC_NAME,INDURTHI,INDURTHI
Andhra Pradesh,AC_NAME,INDURTHY,INDURTHI
Andhra Pradesh,AC_NAME,JADCHERLA,JADCHERLA
Andhra Pradesh,AC_NAME,JAGGAMPETA,JAGGAMPETA
Andhra Pradesh,AC_NAME,JAGGAYYAPET,JAGGAYYAPET
Andhra Pradesh,AC_NAME,JAGGAYYAPETA,JAGGAYYAPET
Andhra Pradesh,AC_NAME,JAGTIAL,JAGTIAL
Andhra Pradesh,AC_NAME,JAMI,JAMI
Andhra Pradesh,AC_NAME,JAMMALAHADUGU,JAMMALAMADUGU
Andhra Pradesh,AC_NAME,JAMMALAMADUGU,JAMMALAMADUGU
Andhra Pradesh,AC_NAME,JAMMALAMDGU,JAMMALAMADUGU
Andhra Pradesh,AC_NAME,JANGAO,JANGAON
Andhra Pradesh,AC_NAME,JANGAON,JANGAON
Andhra Pradesh,AC_NAME,JANGOAN,JANGAON
Andhra Pradesh,AC_NAME,JUBILEE HILLS,JUBILEE HILLS
Andhra Pradesh,AC_NAME,JUBILLEE HILLS,JUBILEE HILLS
Andhra Pradesh,AC_NAME,JUKKAL,JUKKAL
Andhra Pradesh,AC_NAME,KADAPA,KADAPA
Andhra Pradesh,AC_NAME,KADIAM,KADIAM
Andhra Pradesh,AC_NAME,KADIRI,KADIRI
Andhra Pradesh,AC_NAME,KAIKALUR,KAIKALUR
Andhra Pradesh,AC_NAME,KAKINADA,KAKINADA
Andhra Pradesh,AC_NAME,KAKINADA CITY,KAKINADA CITY
Andhra Pradesh,AC_NAME,KAKINADA RURAL,KAKINADA RURAL
Andhra Pradesh,AC_NAME,KALAHASTI,KALAHASTI
Andhra Pradesh,AC_NAME,KALAMASTI,KALAHASTI
Andhra Pradesh,AC_NAME,KALWAKURTHI,KALWAKURTHY
Andhra Pradesh,AC_NAME,KALWAKURTHY,KALWAKURTHY
Andhra Pradesh,AC_NAME,KALYANDRUG,KALYANDURG
Andhra Pradesh,AC_NAME,KALYANDURG,KALYANDURG
Andhra Pradesh,AC_NAME,KAMALAPUR,KAMALAPUR
Andhra Pradesh,AC_NAME,KAMALAPURAM,KAMALAPURAM
Andhra Pradesh,AC_NAME,KAMAREDDY,KAMAREDDY
Andhra Pradesh,AC_NAME,KAMLAPURAM,KAMALAPURAM
Andhra Pradesh,AC_NAME,KANCHIKACHERLA,KANCHIKACHERLA
Andhra Pradesh,AC_NAME,KANDUKUR,KANDUKUR
Andhra Pradesh,AC_NAME,KANIGIR,KANIGIRI
Andhra Pradesh,AC_NAME,KANIGIRI,KANIGIRI
Andhra Pradesh,AC_NAME,KANITHI,KANITHI
Andhra Pradesh,AC_NAME,KANKIPADU,KANKIPADU
Andhra Pradesh,AC_NAME,KARAPA,KARAPA
Andhra Pradesh,AC_NAME,KARIMNAGAR,KARIMNAGAR
Andhra Pradesh,AC_NAME,KARWAN,KARWAN
Andhra Pradesh,AC_NAME,KAVALI,KAVALI
Andhra Pradesh,AC_NAME,KHAIRATABAD,KHAIRATABAD
Andhra Pradesh,AC_NAME,KHAMMAM,KHAMMAM
Andhra Pradesh,AC_NAME,KHANAPUR,KHANAPUR
Andhra Pradesh,AC_NAME,KODAD,KODAD
Andhra Pradesh,AC_NAME,KODANGAL,KODANGAL
Andhra Pradesh,AC_NAME,KODUMUR,KODUMUR
Andhra Pradesh,AC_NAME,KODUR,KODUR
Andhra Pradesh,AC_NAME,KOILKUNTLA,KOILKUNTLA
Andhra Pradesh,AC_NAME,KOLIKUNTLA,KOILKUNTLA
Andhra Pradesh,AC_NAME,KOLLAPUR,KOLLAPUR
Andhra Pradesh,AC_NAME,KONDAKARLA,KONDAKARLA
Andhra Pradesh,AC_NAME,KONDAPI,KONDAPI
Andhra Pradesh,AC_NAME,KONDEPI,KONDAPI
Andhra Pradesh,AC_NAME,KORATLA,KORATLA
Andhra Pradesh,AC_NAME,KORUKONDA,KORUKONDA
Andhra Pradesh,AC_NAME,KOSIGI,KOSIGI
Andhra Pradesh,AC_NAME,KOTHAGUDEM,KOTHAGUDEM
Andhra Pradesh,AC_NAME,KOTHAPETA,KOTHAPETA
Andhra Pradesh,AC_NAME,KOTHAPETHA,KOTHAPETA
Andhra Pradesh,AC_NAME,KOTHURU,KOTHURU
Andhra Pradesh,AC_NAME,KOTTURU,KOTHURU
Andhra Pradesh,AC_NAME,KOVUR,KOVUR
Andhra Pradesh,AC_NAME,KOVVUR,KOVUR
Andhra Pradesh,AC_NAME,KOYYUR,KOVUR
Andhra Pradesh,AC_NAME,KUCHINAPUDI,KUCHINAPUDI
Andhra Pradesh,AC_NAME,KUKATPALLY,KUKATPALLY
Andhra Pradesh,AC_NAME,KUPPAM,KUPPAM
Andhra Pradesh,AC_NAME,KURNOOL,KURNOOL
Andhra Pradesh,AC_NAME,KURUPAM,KURUPAM
Andhra Pradesh,AC_NAME,LAKKIREDDIPALLI,LAKKIREDDIPALLI
Andhra Pradesh,AC_NAME,LAL BAHADUR NAGAR,LAL BAHADUR NAGAR
Andhra Pradesh,AC_NAME,LUXETIPET,LUXETTIPET
Andhra Pradesh,AC_NAME,LUXETTIPET,LUXETTIPET
Andhra Pradesh,AC_NAME,LUXETTIPETH,LUXETTIPET
Andhra Pradesh,AC_NAME,MACHERLA,MACHERLA
Andhra Pradesh,AC_NAME,MACHILIPATNAM,MACHILIPATNAM
Andhra Pradesh,AC_NAME,MADAKASIRA,MADAKASIRA
Andhra Pradesh,AC_NAME,MADANAPALLE,MADANAPALLE
Andhra Pradesh,AC_NAME,MADANPALLE,MADANAPALLE
Andhra Pradesh,AC_NAME,MADHIRA,MADHIRA
Andhra Pradesh,AC_NAME,MADIRA,MADHIRA
Andhra Pradesh,AC_NAME,MADOOR,MADOOR
Andhra Pradesh,AC_NAME,MADUGULA,MADUGULA
Andhra Pradesh,AC_NAME,MAHABUBABAD,MAHABUBABAD
Andhra Pradesh,AC_NAME,MAHABUBNAGAR,MAHBUBNAGAR
Andhra Pradesh,AC_NAME,MAHARAJGANJ,MAHARAJGUNJ
Andhra Pradesh,AC_NAME,MAHARAJGUNJ,MAHARAJGUNJ
Andhra Pradesh,AC_NAME,MAHBUBABAD,MAHABUBABAD
Andhra Pradesh,AC_NAME,MAHBUBNAGAR,MAHBUBNAGAR
Andhra Pradesh,AC_NAME,MAHBUHABAD,MAHABUBABAD
Andhra Pradesh,AC_NAME,MAHESHWARAM,MAHESHWARAM
Andhra Pradesh,AC_NAME,MAIDARAM,MAIDARAM
Andhra Pradesh,AC_NAME,MAKTHAL,MAKTHAL
Andhra Pradesh,AC_NAME,MALAKPET,MALAKPET
Andhra Pradesh,AC_NAME,MALKAJGIRI,MALKAJGIRI
Andhra Pradesh,AC_NAME,MALLESHWARAM,MALLESWARAM
Andhra Pradesh,AC_NAME,MALLESWARA,MALLESWARAM
Andhra Pradesh,AC_NAME,MALLESWARAM,MALLESWARAM
Andhra Pradesh,AC_NAME,MANAGALAGIRI,MANGALAGIRI
Andhra Pradesh,AC_NAME,MANAKONDUR,MANAKONDUR
Andhra Pradesh,AC_NAME,MANCHERIAL,MANCHERIAL
Andhra Pradesh,AC_NAME,MANDAPETA,MANDAPETA
Andhra Pradesh,AC_NAME,MANGALAGIRI,MANGALAGIRI
Andhra Pradesh,AC_NAME,MANGLAGIRI,MANGALAGIRI
Andhra Pradesh,AC_NAME,MANTHANI,MANTHANI
Andhra Pradesh,AC_NAME,MANTRALAYAM,MANTRALAYAM
Andhra Pradesh,AC_NAME,MARKAPUR,MARKAPUR
Andhra Pradesh,AC_NAME,MARKAPURAM,MARKAPUR
Andhra Pradesh,AC_NAME,MARTUR,MARTUR
Andhra Pradesh,AC_NAME,MEDAK,MEDAK
Andhra Pradesh,AC_NAME,MEDCHAL,MEDCHAL
Andhra Pradesh,AC_NAME,METPALLI,METPALLI
Andhra Pradesh,AC_NAME,MIDTHUR,MIDTHUR
Andhra Pradesh,AC_NAME,MIRYALGUDA,MIRYALGUDA
Andhra Pradesh,AC_NAME,MUDHOLE,MUDHOLE
Andhra Pradesh,AC_NAME,MUDINEPALLI,MUDINEPALLI
Andhra Pradesh,AC_NAME,MULUG,MULUG
Andhra Pradesh,AC_NAME,MUMMIDIVARAM,MUMMIDIVARAM
Andhra Pradesh,AC_NAME,MUNGODE,MUNUGODE
Andhra Pradesh,AC_NAME,MUNUGODE,MUNUGODE
Andhra Pradesh,AC_NAME,MUSHEERABAD,MUSHEERABAD
Andhra Pradesh,AC_NAME,MYADARAM,MYDARAM
Andhra Pradesh,AC_NAME,MYDARAM,MYDARAM
Andhra Pradesh,AC_NAME,MYDUKU,MYDUKUR
Andhra Pradesh,AC_NAME,MYDUKUR,MYDUKUR
Andhra Pradesh,AC_NAME,MYLAVARAM,MYLAVARAM
Andhra Pradesh,AC_NAME,NAGARAM,NAGARAM
Andhra Pradesh,AC_NAME,NAGARI,NAGARI
Andhra Pradesh,AC_NAME,NAGARIKATAKAM,NAGARIKATAKAM
Andhra Pradesh,AC_NAME,NAGARIKATKAM,NAGARIKATAKAM
Andhra Pradesh,AC_NAME,NAGARJUNA SAGAR,NAGARJUNA SAGAR
Andhra Pradesh,AC_NAME,NAGARKURNOOL,NAGARKURNOOL
Andhra Pradesh,AC_NAME,NAGURU,NAGURU
Andhra Pradesh,AC_NAME,NAKREKAL,NAKREKAL
Andhra Pradesh,AC_NAME,NALGONDA,NALGONDA
Andhra Pradesh,AC_NAME,NALLAMADA,NALLAMADA
Andhra Pradesh,AC_NAME,NALLAMDA,NALLAMADA
Andhra Pradesh,AC_NAME,NAMPALLI,NAMPALLI
Andhra Pradesh,AC_NAME,NANDIGAMA,NANDIGAMA
Andhra Pradesh,AC_NAME,NANDIKOTKUR,NANDIKOTKUR
Andhra Pradesh,AC_NAME,NANDIPAD,NANDIPAD
Andhra Pradesh,AC_NAME,NANDYAL,NANDYAL
Andhra Pradesh,AC_NAME,NARASANNAPETA,NARASANNAPETA
Andhra Pradesh,AC_NAME,NARASAPATNAM,NARSIPATNAM
Andhra Pradesh,AC_NAME,NARASAPUR,NARASAPURAM
Andhra Pradesh,AC_NAME,NARASAPURAM,NARASAPURAM
Andhra Pradesh,AC_NAME,NARASARAO,NARASARAOPET
Andhra Pradesh,AC_NAME,NARASARAOPET,NARASARAOPET
Andhra Pradesh,AC_NAME,NARASIPATNAM,NARASIPATNAM
Andhra Pradesh,AC_NAME,NARAYANKHED,NARAYANKHED
Andhra Pradesh,AC_NAME,NARAYANPET,NARAYANPET
Andhra Pradesh,AC_NAME,NARELLA,NARELLA
Andhra Pradesh,AC_NAME,NARSAMPET,NARSAMPET
Andhra Pradesh,AC_NAME,NARSAPUR,NARSAPUR
Andhra Pradesh,AC_NAME,NARSIPATNAM,NARSIPATNAM
Andhra Pradesh,AC_NAME,NELLIMARLA,NELLIMARLA
Andhra Pradesh,AC_NAME,NELLORE,NELLORE
Andhra Pradesh,AC_NAME,NELLORE CITY,NELLORE CITY
Andhra Pradesh,AC_NAME,NELLORE RURAL,NELLORE RURAL
Andhra Pradesh,AC_NAME,NERELLA,NERELLA
Andhra Pradesh,AC_NAME,NIDADAVOLE,NIDADAVOLE
Andhra Pradesh,AC_NAME,NIDUMOLU,NIDUMOLU
Andhra Pradesh,AC_NAME,NIRMAL,NIRMAL
Andhra Pradesh,AC_NAME,NIZAMABAD,NIZAMABAD
Andhra Pradesh,AC_NAME,NIZAMABAD (RURAL),NIZAMABAD (RURAL)
Andhra Pradesh,AC_NAME,NIZAMABAD (URBAN),NIZAMABAD (URBAN)
Andhra Pradesh,AC_NAME,NUSTHULAPUR,NUSTHULAPUR
Andhra Pradesh,AC_NAME,NUZVID,NUZVID
Andhra Pradesh,AC_NAME,ONGOLE,ONGOLE
Andhra Pradesh,AC_NAME,PACHIPENTA,PACHIPENTA
Andhra Pradesh,AC_NAME,PADERU,PADERU
Andhra Pradesh,AC_NAME,PALACOLE,PALAKOL
Andhra Pradesh,AC_NAME,PALAIR,PALAIR
Andhra Pradesh,AC_NAME,PALAKOL,PALAKOL
Andhra Pradesh,AC_NAME,PALAKONDA,PALAKONDA
Andhra Pradesh,AC_NAME,PALAKURTHI,PALAKURTHI
Andhra Pradesh,AC_NAME,PALAMANER,PALAMANER
Andhra Pradesh,AC_NAME,PALASA,PALASA
Andhra Pradesh,AC_NAME,PALLIPALEM,PALLIPALEM
Andhra Pradesh,AC_NAME,PALMANER,PALMANER
Andhra Pradesh,AC_NAME,PALWAMCHA,PALWANCHA
Andhra Pradesh,AC_NAME,PALWANCHA,PALWANCHA
Andhra Pradesh,AC_NAME,PAMARRU,PAMARRU
Andhra Pradesh,AC_NAME,PANYAM,PANYAM
Andhra Pradesh,AC_NAME,PAODDATUR,PRODDATUR
Andhra Pradesh,AC_NAME,PARAVADA,PARAVADA
Andhra Pradesh,AC_NAME,PARCHUR,PARCHUR
Andhra Pradesh,AC_NAME,PARGI,PARGI
Andhra Pradesh,AC_NAME,PARKAL,PARKAL
Andhra Pradesh,AC_NAME,PARUCHURU,PARCHUR
Andhra Pradesh,AC_NAME,PARVADA,PARAVADA
Andhra Pradesh,AC_NAME,PARVATHIPURAM,PARVATHIPURAM
Andhra Pradesh,AC_NAME,PATANCHERU,PATANCHERU
Andhra Pradesh,AC_NAME,PATAPATNAM,PATHAPATNAM
Andhra Pradesh,AC_NAME,PATAPTNAM,PATHAPATNAM
Andhra Pradesh,AC_NAME,PATHAPATNAM,PATHAPATNAM
Andhra Pradesh,AC_NAME,PATHERGATTI,PATHERGATTI
Andhra Pradesh,AC_NAME,PATHIKONDA,PATHIKONDA
Andhra Pradesh,AC_NAME,PATTIKONDA,PATHIKONDA
Andhra Pradesh,AC_NAME,PAYAKARAOPET,PAYAKARAOPET
Andhra Pradesh,AC_NAME,PAYAKARAOPETA,PAYAKARAOPET
Andhra Pradesh,AC_NAME,PEDAKURAPADU,PEDAKURAPADU
Andhra Pradesh,AC_NAME,PEDAMANAPURAM,PEDAMANAPURAM
Andhra Pradesh,AC_NAME,PEDANA,PEDANA
Andhra Pradesh,AC_NAME,PEDDAKAKANI,PEDDAKAKANI
Andhra Pradesh,AC_NAME,PEDDAKURAPADU,PEDAKURAPADU
Andhra Pradesh,AC_NAME,PEDDAPALLE,PEDDAPALLE
Andhra Pradesh,AC_NAME,PEDDAPALLI,PEDDAPALLE
Andhra Pradesh,AC_NAME,PEDDAPURAM,PEDDAPURAM
Andhra Pradesh,AC_NAME,PEDDAVOORA,PEDDAVOORA
Andhra Pradesh,AC_NAME,PENAMALURU,PENAMALURU
Andhra Pradesh,AC_NAME,PENDURTHI,PENDURTHI
Andhra Pradesh,AC_NAME,PENTAPADU,PENTAPADU
Andhra Pradesh,AC_NAME,PENUGONDA,PENUKONDA
Andhra Pradesh,AC_NAME,PENUKONDA,PENUKONDA
Andhra Pradesh,AC_NAME,PHIRANGIPURAM,PHIRANGIPURAM
Andhra Pradesh,AC_NAME,PILERU,PILERU
Andhra Pradesh,AC_NAME,PINAPAKA,PINAPAKA
Andhra Pradesh,AC_NAME,PITHAPURAM,PITHAPURAM
Andhra Pradesh,AC_NAME,PODILI,PODILI
Andhra Pradesh,AC_NAME,POLAVARAM,POLAVARAM
Andhra Pradesh,AC_NAME,PONDURU,PONDURU
Andhra Pradesh,AC_NAME,PONNUR,PONNUR
Andhra Pradesh,AC_NAME,PRATHIPAD,PRATHIPADU
Andhra Pradesh,AC_NAME,PRATHIPADU,PRATHIPADU
Andhra Pradesh,AC_NAME,PRODDATTUR,PRODDATUR
Andhra Pradesh,AC_NAME,PRODDATUR,PRODDATUR
Andhra Pradesh,AC_NAME,PULIVENDLA,PULIVENDULA
Andhra Pradesh,AC_NAME,PULIVENDULA,PULIVENDULA
Andhra Pradesh,AC_NAME,PUNGANUR,PUNGANUR
Andhra Pradesh,AC_NAME,PUTHALAPATTU,PUTHALAPATTU
Andhra Pradesh,AC_NAME,PUTLOOR,PUTLOOR
Andhra Pradesh,AC_NAME,PUTTAPARTHI,PUTTAPARTHI
Andhra Pradesh,AC_NAME,PUTTUR,PUTTUR
Andhra Pradesh,AC_NAME,QUTHBULLAPUR,QUTHBULLAPUR
Andhra Pradesh,AC_NAME,RAJAHMUNDRY,RAJAHMUNDRY
Andhra Pradesh,AC_NAME,RAJAHMUNDRY CITY,RAJAHMUNDRY CITY
Andhra Pradesh,AC_NAME,RAJAM,RAJAM
Andhra Pradesh,AC_NAME,RAJAMMUNDRY,RAJAHMUNDRY
Andhra Pradesh,AC_NAME,RAJAMPET,RAJAMPET
Andhra Pradesh,AC_NAME,RAJAMUNDRY RURAL,RAJAMUNDRY RURAL
Andhra Pradesh,AC_NAME,RAJANAGARAM,RAJANAGARAM
Andhra Pradesh,AC_NAME,RAJENDRANAGAR,RAJENDRANAGAR
Andhra Pradesh,AC_NAME,RAMACHANDRAMURAM,RAMACHANDRAPURAM
Andhra Pradesh,AC_NAME,RAMACHANDRAPURAM,RAMACHANDRAPURAM
Andhra Pradesh,AC_NAME,RAMAGUNDAM,RAMAGUNDAM
Andhra Pradesh,AC_NAME,RAMAKRISHNARAJUPET,RAMAKRISHNARAJUPET
Andhra Pradesh,AC_NAME,RAMANAPET,RAMANNAPET
Andhra Pradesh,AC_NAME,RAMANNAPET,RAMANNAPET
Andhra Pradesh,AC_NAME,RAMATHIRTHAM,RAMATHIRTHAM
Andhra Pradesh,AC_NAME,RAMAYAMPET,RAMAYAMPET
Andhra Pradesh,AC_NAME,RAMAYANPET,RAMAYAMPET
Andhra Pradesh,AC_NAME,RAMAYENPET,RAMAYAMPET
Andhra Pradesh,AC_NAME,RAMCHANDRAPURAM,RAMCHANDRAPURAM
Andhra Pradesh,AC_NAME,RAMPACHODAVARAM,RAMCHANDRAPURAM
Andhra Pradesh,AC_NAME,RAPTADU,RAPTADU
Andhra Pradesh,AC_NAME,RAPUR,RAPUR
Andhra Pradesh,AC_NAME,RAYACHOTI,RAYACHOTI
Andhra Pradesh,AC_NAME,RAYACHOTY,RAYACHOTI
Andhra Pradesh,AC_NAME,RAYADRUG,RAYADURG
Andhra Pradesh,AC_NAME,RAYADURG,RAYADURG
Andhra Pradesh,AC_NAME,RAZOLE,RAZOLE
Andhra Pradesh,AC_NAME,REDDAKURAPADU,PEDDAKURAPADU
Andhra Pradesh,AC_NAME,REPALLE,REPALLE
Andhra Pradesh,AC_NAME,REVIDI,REVIDI
Andhra Pradesh,AC_NAME,SADASIVPET,SADASIVPET
Andhra Pradesh,AC_NAME,SALUR,SALUR
Andhra Pradesh,AC_NAME,SAMALKOT,SAMALKOT
Andhra Pradesh,AC_NAME,SAMPARA,SAMPARA
Andhra Pradesh,AC_NAME,SANATH NAGAR,SANATHNAGAR
Andhra Pradesh,AC_NAME,SANATHNAGAR,SANATHNAGAR
Andhra Pradesh,AC_NAME,SANGAREDDY,SANGAREDDY
Andhra Pradesh,AC_NAME,SANTHANUTHACAPADU,SANTHANUTHALAPADU
Andhra Pradesh,AC_NAME,SANTHANUTHALAPADU,SANTHANUTHALAPADU
Andhra Pradesh,AC_NAME,SARVAPALLI,SARVEPALLI
Andhra Pradesh,AC_NAME,SARVEPALLI,SARVEPALLI
Andhra Pradesh,AC_NAME,SATHIVADA,SATHIVADA
Andhra Pradesh,AC_NAME,SATHUPALLI,SATHUPALLI
Andhra Pradesh,AC_NAME,SATTENAPALLI,SATTENAPALLI
Andhra Pradesh,AC_NAME,SATTENPALLI,SATTENAPALLI
Andhra Pradesh,AC_NAME,SATYAVEDU,SATYAVEDU
Andhra Pradesh,AC_NAME,SECUNDERABAD,SECUNDERABAD
Andhra Pradesh,AC_NAME,SECUNDERABAD CANTONMENT,SECUNDERABAD CANTONMENT
Andhra Pradesh,AC_NAME,SECUNDERABAD CANTT,SECUNDERABAD CANTONMENT
Andhra Pradesh,AC_NAME,SECUNDERABAD CANTT.,SECUNDERABAD CANTONMENT
Andhra Pradesh,AC_NAME,SECUNDERABAD CITY,SECUNDERABAD CITY
Andhra Pradesh,AC_NAME,SECUNDERBAD CANTONMENT,SECUNDERABAD CANTONMENT
Andhra Pradesh,AC_NAME,SECUNDRABAD,SECUNDERABAD
Andhra Pradesh,AC_NAME,SERILINGAMPALLY,SERILINGAMPALLY
Andhra Pradesh,AC_NAME,SHADNAGAR,SHADNAGAR
Andhra Pradesh,AC_NAME,SHAHABAD,SHAHABAD
Andhra Pradesh,AC_NAME,SHERMUHAMMADAPURAM,SHERMUHAMMADPURAM
Andhra Pradesh,AC_NAME,SHERMUHAMMADPURAM,SHERMUHAMMADPURAM
Andhra Pradesh,AC_NAME,SHUJATNAGAR,SHUJATNAGAR
Andhra Pradesh,AC_NAME,SHYAMPET,SHYAMPET
Andhra Pradesh,AC_NAME,SIDDEPET,SIDDIPET
Andhra Pradesh,AC_NAME,SIDDIPET,SIDDIPET
Andhra Pradesh,AC_NAME,SINGANAMALA,SINGANAMALA
Andhra Pradesh,AC_NAME,SINGANMALA,SINGANAMALA
Andhra Pradesh,AC_NAME,SIRCHILLA,SIRCILLA
Andhra Pradesh,AC_NAME,SIRCILLA,SIRCILLA
Andhra Pradesh,AC_NAME,SIRPUR,SIRPUR
Andhra Pradesh,AC_NAME,SIRSILLA,SIRCILLA
Andhra Pradesh,AC_NAME,SIRVAL,SIRVAL
Andhra Pradesh,AC_NAME,SITARAMBAGH,SITARAMBAGH
Andhra Pradesh,AC_NAME,SOMPARA,SOMPARA
Andhra Pradesh,AC_NAME,SOMPETA,SOMPETA
Andhra Pradesh,AC_NAME,SRI KALAHASTI,SRIKALAHASTI
Andhra Pradesh,AC_NAME,SRIKAKULAM,SRIKAKULAM
Andhra Pradesh,AC_NAME,SRIKALAHASTI,SRIKALAHASTI
Andhra Pradesh,AC_NAME,SRISAILAM,SRISAILAM
Andhra Pradesh,AC_NAME,SRUNGAVARAPUKOTA,SRUNGAVARAPUKOTA
Andhra Pradesh,AC_NAME,SRUNGAVATAPUKOTA,SRUNGAVARAPUKOTA
Andhra Pradesh,AC_NAME,SULLURPET,SULLURPETA
Andhra Pradesh,AC_NAME,SULLURPETA,SULLURPETA
Andhra Pradesh,AC_NAME,SULTAN BAZAR,SULTAN BAZAR
Andhra Pradesh,AC_NAME,SULTANABAD,SULTANABAD
Andhra Pradesh,AC_NAME,SULURPET,SULURPET
Andhra Pradesh,AC_NAME,SURYAPET,SURYAPET
Andhra Pradesh,AC_NAME,TADEPALIGUDEM,TADEPALLIGUDEM
Andhra Pradesh,AC_NAME,TADEPALLIGUDEM,TADEPALLIGUDEM
Andhra Pradesh,AC_NAME,TADIKONDA,TADIKONDA
Andhra Pradesh,AC_NAME,TADPATRI,TADPATRI
Andhra Pradesh,AC_NAME,TALLAREVU,TALLAREVU
Andhra Pradesh,AC_NAME,TANDUR,TANDUR
Andhra Pradesh,AC_NAME,TANUKU,TANUKU
Andhra Pradesh,AC_NAME,TAVANAMPALLE,TAVANAMPALLE
Andhra Pradesh,AC_NAME,TAVANMAPALLE,TAVANAMPALLE
Andhra Pradesh,AC_NAME,TEKKALI,TEKKALI
Andhra Pradesh,AC_NAME,TENALI,TENALI
Andhra Pradesh,AC_NAME,TENUKU,TANUKU
Andhra Pradesh,AC_NAME,THAMBALLAPALLE,THAMBALLAPALLE
Andhra Pradesh,AC_NAME,THERLAM,THERLAM
Andhra Pradesh,AC_NAME,THUNGATHURTHY,THUNGATHURTHY
Andhra Pradesh,AC_NAME,TIRUPATHI,TIRUPATI
Andhra Pradesh,AC_NAME,TIRUPATI,TIRUPATI
Andhra Pradesh,AC_NAME,TIRUTTANI,TIRUTTANI
Andhra Pradesh,AC_NAME,TIRUVUR,TIRUVURU
Andhra Pradesh,AC_NAME,TIRUVURU,TIRUVURU
Andhra Pradesh,AC_NAME,TIRUYUR,TIRUVURU
Andhra Pradesh,AC_NAME,TUNGATURTHI,TUNGATURTHI
Andhra Pradesh,AC_NAME,TUNI,TUNI
Andhra Pradesh,AC_NAME,UDAYAGIRI,UDAYAGIRI
Andhra Pradesh,AC_NAME,UNDI,UNDI
Andhra Pradesh,AC_NAME,UNGUTUR,UNGUTURU
Andhra Pradesh,AC_NAME,UNGUTURU,UNGUTURU
